시점,자치구역번호,조출생률,고령인구비율,청년 순이동수,사업체수,문화시설 개수,학원수 (개),수강인원 (명),소멸위험지수,단계
201411,9,8.3,10.1,1046,504877.1667,119.0,18074.0,1701009.0,1.327419355,양호
201412,9,8.16,10.2,4738,499765.0,119.0,18074.0,1701009.0,1.327419355,양호
201501,9,10.31,10.2,3447,494652.8333,127.0,20106.0,2202646.0,1.258387097,양호
201502,9,9.85,10.2,4235,489540.6667,127.0,20106.0,2202646.0,1.258387097,양호
201503,9,9.98,10.3,8803,484428.5,127.0,20106.0,2202646.0,1.258387097,양호
201504,9,9.74,10.3,6922,479316.3333,127.0,20106.0,2202646.0,1.258387097,양호
201505,9,9.03,10.3,7519,474204.1667,127.0,20106.0,2202646.0,1.258387097,양호
201506,9,9.16,10.4,7136,469092.0,127.0,20106.0,2202646.0,1.258387097,양호
201507,9,9.03,10.4,7013,473500.25,127.0,20106.0,2202646.0,1.258387097,양호
201508,9,8.8,10.4,9781,477908.5,127.0,20106.0,2202646.0,1.258387097,양호
201509,9,9.3,10.5,9125,482316.75,127.0,20106.0,2202646.0,1.258387097,양호
201510,9,9.03,10.5,9392,486725.0,127.0,20106.0,2202646.0,1.258387097,양호
201511,9,8.35,10.5,8553,491133.25,127.0,20106.0,2202646.0,1.258387097,양호
201512,9,7.96,10.5,12842,495541.5,127.0,20106.0,2202646.0,1.258387097,양호
201601,9,9.59,10.6,9190,499949.75,209.0,19465.0,2306424.0,1.206451613,양호
201602,9,9.1,10.6,9794,504358.0,209.0,19465.0,2306424.0,1.206451613,양호
201603,9,9.32,10.6,9264,508766.25,209.0,19465.0,2306424.0,1.206451613,양호
201604,9,8.89,10.6,7554,513174.5,209.0,19465.0,2306424.0,1.206451613,양호
201605,9,8.5,10.7,10377,517582.75,209.0,19465.0,2306424.0,1.206451613,양호
201606,9,8.35,10.7,10215,521991.0,209.0,19465.0,2306424.0,1.206451613,양호
201607,9,8.47,10.7,13224,524426.4167,209.0,19465.0,2306424.0,1.206451613,양호
201608,9,8.41,10.7,15118,526861.8333,209.0,19465.0,2306424.0,1.206451613,양호
201609,9,8.75,10.7,11058,529297.25,209.0,19465.0,2306424.0,1.206451613,양호
201610,9,7.64,10.8,12836,531732.6667,209.0,19465.0,2306424.0,1.206451613,양호
201611,9,7.66,10.8,11874,534168.0833,209.0,19465.0,2306424.0,1.206451613,양호
201612,9,6.76,10.8,13113,536603.5,209.0,19465.0,2306424.0,1.206451613,양호
201701,9,8.45,10.9,8145,539038.9167,218.0,20195.0,2579909.0,1.146451613,양호
201702,9,8.3,10.9,8902,541474.3333,218.0,20195.0,2579909.0,1.146451613,양호
201703,9,8.03,11,9832,543909.75,218.0,20195.0,2579909.0,1.146451613,양호
201704,9,7.68,11,6299,546345.1667,218.0,20195.0,2579909.0,1.146451613,양호
201705,9,7.5,11.1,7106,548780.5833,218.0,20195.0,2579909.0,1.146451613,양호
201706,9,7.22,11.2,6047,551216.0,218.0,20195.0,2579909.0,1.146451613,양호
201707,9,7.23,11.2,8009,551814.454,218.0,20195.0,2579909.0,1.146451613,양호
201708,9,7.34,11.3,10764,553101.9816,218.0,20195.0,2579909.0,1.146451613,양호
201709,9,7.59,11.3,13923,554389.5091,218.0,20195.0,2579909.0,1.146451613,양호
201710,9,6.78,11.3,10472,555677.0367,218.0,20195.0,2579909.0,1.146451613,양호
201711,9,6.82,11.4,13699,556964.5643,218.0,20195.0,2579909.0,1.146451613,양호
201712,9,6.23,11.4,12964,558252.0918,218.0,20195.0,2579909.0,1.146451613,양호
201801,9,8.1,11.4,14107,559539.6194,228.0,20781.0,3252026.0,1.082580645,양호
201802,9,7.4,11.5,15542,560827.147,228.0,20781.0,3252026.0,1.082580645,양호
201803,9,7.3,11.5,14921,562114.6745,228.0,20781.0,3252026.0,1.082580645,양호
201804,9,7.0,11.6,12780,563402.2021,228.0,20781.0,3252026.0,1.082580645,양호
201805,9,6.9,11.6,13814,564689.7296,228.0,20781.0,3252026.0,1.082580645,양호
201806,9,6.7,11.6,13605,565977.2572,228.0,20781.0,3252026.0,1.082580645,양호
201807,9,6.7,11.7,14907,567264.7848,228.0,20781.0,3252026.0,1.082580645,양호
201808,9,6.7,11.7,16238,568552.3123,228.0,20781.0,3252026.0,1.082580645,양호
201809,9,6.7,11.8,11836,569839.8399,228.0,20781.0,3252026.0,1.082580645,양호
201810,9,6.7,11.8,14880,571127.3675,228.0,20781.0,3252026.0,1.082580645,양호
201811,9,6.4,11.8,13541,572414.895,228.0,20781.0,3252026.0,1.082580645,양호
201812,9,5.7,11.9,13923,573702.4226,228.0,20781.0,3252026.0,1.082580645,양호
201901,9,7.6,11.9,11183,574989.9501,226.0,21145.0,3858969.0,1.023225806,양호
201902,9,7.1,12,11420,576277.4777,226.0,21145.0,3858969.0,1.023225806,양호
201903,9,6.6,12,9363,577565.0053,226.0,21145.0,3858969.0,1.023225806,양호
201904,9,6.5,12.1,10213,578852.5328,226.0,21145.0,3858969.0,1.023225806,양호
201905,9,6.2,12.1,13339,580140.0604,226.0,21145.0,3858969.0,1.023225806,양호
201906,9,6.2,12.2,11594,581427.588,226.0,21145.0,3858969.0,1.023225806,양호
201907,9,6.3,12.2,14121,582715.1155,226.0,21145.0,3858969.0,1.023225806,양호
201908,9,6.1,12.3,15703,45093.5,226.0,21145.0,3858969.0,1.023225806,양호
201909,9,6.3,12.3,11149,45150.0,226.0,21145.0,3858969.0,1.023225806,양호
201910,9,6.4,12.4,9319,45206.5,226.0,21145.0,3858969.0,1.023225806,양호
201911,9,6.1,12.4,7252,45263.0,226.0,21145.0,3858969.0,1.023225806,양호
201912,9,5.3,12.5,10010,45319.5,226.0,21145.0,3858969.0,1.023225806,양호
202001,9,6.7,12.6,9341,45376.0,228.0,21716.0,3825957.0,0.956129032,주의
202002,9,6.2,12.6,13798,45432.5,228.0,21716.0,3825957.0,0.956129032,주의
202003,9,6.1,12.7,21855,45489.0,228.0,21716.0,3825957.0,0.956129032,주의
202004,9,6.0,12.8,20454,45545.5,228.0,21716.0,3825957.0,0.956129032,주의
202005,9,5.9,12.9,11298,45602.0,228.0,21716.0,3825957.0,0.956129032,주의
202006,9,5.8,12.9,12668,45658.5,228.0,21716.0,3825957.0,0.956129032,주의
202007,9,5.8,12.9,11290,45715.0,228.0,21716.0,3825957.0,0.956129032,주의
202008,9,5.7,13,17145,45735.25,228.0,21716.0,3825957.0,0.956129032,주의
202009,9,6.2,13.1,15208,45755.5,228.0,21716.0,3825957.0,0.956129032,주의
202010,9,5.6,13.1,10985,45775.75,228.0,21716.0,3825957.0,0.956129032,주의
202011,9,5.3,13.2,11700,45796.0,228.0,21716.0,3825957.0,0.956129032,주의
202012,9,5.2,13.2,12631,45816.25,228.0,21716.0,3825957.0,0.956129032,주의
202101,9,6.4,13.3,21144,45836.5,243.0,21688.0,3996492.0,0.836451613,주의
202102,9,6.1,13.4,20813,45856.75,243.0,21688.0,3996492.0,0.836451613,주의
202103,9,6.1,13.4,15135,45877.0,243.0,21688.0,3996492.0,0.836451613,주의
202104,9,6.1,13.4,12600,45897.25,243.0,21688.0,3996492.0,0.836451613,주의
202105,9,5.5,13.5,9322,45917.5,243.0,21688.0,3996492.0,0.836451613,주의
202106,9,5.6,13.5,10603,45937.75,243.0,21688.0,3996492.0,0.836451613,주의
202107,9,5.8,13.6,10591,45958.0,243.0,21688.0,3996492.0,0.836451613,주의
202108,9,5.7,13.6,15924,46066.0,243.0,21688.0,3996492.0,0.836451613,주의
202109,9,5.7,13.7,10251,46174.0,243.0,21688.0,3996492.0,0.836451613,주의
202110,9,5.3,13.8,6525,46282.0,243.0,21688.0,3996492.0,0.836451613,주의
202111,9,5.2,13.8,8569,46390.0,243.0,21688.0,3996492.0,0.836451613,주의
202112,9,4.6,13.9,9040,46498.0,243.0,21688.0,3996492.0,0.836451613,주의
202201,9,6.5,14,5525,46606.0,252.0,23222.0,1955300.0,,
202202,9,6.1,14,2176,46714.0,252.0,23222.0,1955300.0,,
202203,9,6.1,14.1,2188,46822.0,252.0,23222.0,1955300.0,,
202204,9,5.7,14.2,3588,46930.0,252.0,23222.0,1955300.0,,
202205,9,5.2,14.2,3719,47038.0,252.0,23222.0,1955300.0,,
202206,9,5.2,14.3,3896,47146.0,252.0,23222.0,1955300.0,,
202207,9,5.5,14.3,2228,47254.0,252.0,23222.0,1955300.0,,
202208,9,5.8,14.4,2150,47484.41667,252.0,23222.0,1955300.0,,
202209,9,6.0,14.5,3049,47714.83333,252.0,23222.0,1955300.0,,
202210,9,5.4,14.5,4619,47945.25,252.0,23222.0,1955300.0,,
202211,9,5.2,14.6,3842,48175.66667,252.0,23222.0,1955300.0,,
202212,9,4.4,14.7,6902,48406.08333,252.0,23222.0,1955300.0,,
202301,9,6.1,14.7,6538,48636.5,,24422.0,1697940.0,,
202302,9,5.8,14.8,4738,48866.91667,,24422.0,1697940.0,,
202303,9,5.5,14.9,2315,49097.33333,,24422.0,1697940.0,,
202304,9,5.1,15,3960,49327.75,,24422.0,1697940.0,,
202305,9,4.9,15,4427,49558.16667,,24422.0,1697940.0,,
202306,9,5.0,15.1,6244,49788.58333,,24422.0,1697940.0,,
202307,9,5.0,15.2,3499,50019.0,,24422.0,1697940.0,,
202308,9,4.9,15.2,2090,50264.0,,24422.0,1697940.0,,
202309,9,5.0,15.3,1238,50509.0,,24422.0,1697940.0,,
202310,9,4.8,15.4,3129,50754.0,,24422.0,1697940.0,,
202311,9,4.7,15.5,2922,50999.0,,24422.0,1697940.0,,
202312,9,4.2,15.6,3512,51244.0,,24422.0,1697940.0,,
202401,9,5.5,15.7,4954,51489.0,,,,,
202402,9,5.3,15.7,4972,51734.0,,,,,
200802,10,9.06,13.6,-325,51979.0,26.0,2322.0,118258.0,0.98,주의
200803,10,8.87,13.6,97,52224.0,26.0,2322.0,118258.0,0.98,주의
200804,10,7.76,13.7,128,52469.0,26.0,2322.0,118258.0,0.98,주의
200805,10,7.54,13.7,386,52714.0,26.0,2322.0,118258.0,0.98,주의
200806,10,7.8,13.7,1182,52959.0,26.0,2322.0,118258.0,0.98,주의
200807,10,8.47,13.7,193,53147.83333,26.0,2322.0,118258.0,0.98,주의
200808,10,7.55,13.8,-170,53336.66667,26.0,2322.0,118258.0,0.98,주의
200809,10,8.45,13.8,223,53525.5,26.0,2322.0,118258.0,0.98,주의
200810,10,7.91,13.8,100,53714.33333,26.0,2322.0,118258.0,0.98,주의
200811,10,7.76,13.9,304,53903.16667,26.0,2322.0,118258.0,0.98,주의
200812,10,7.45,13.9,-2,54092.0,26.0,2322.0,118258.0,0.98,주의
200901,10,9.2,14,-833,54280.83333,30.0,2393.0,132473.0,0.92,주의
200902,10,9,14,-1175,54469.66667,30.0,2393.0,132473.0,0.92,주의
200903,10,8.43,14.1,1485,54658.5,30.0,2393.0,132473.0,0.92,주의
200904,10,8.39,14.1,461,54847.33333,30.0,2393.0,132473.0,0.92,주의
200905,10,7.55,14.2,19,55036.16667,30.0,2393.0,132473.0,0.92,주의
200906,10,7.54,14.2,219,55225.0,30.0,2393.0,132473.0,0.92,주의
200907,10,7.45,14.2,183,55245.16667,30.0,2393.0,132473.0,0.92,주의
200908,10,7.41,14.2,108,55265.33333,30.0,2393.0,132473.0,0.92,주의
200909,10,8.31,14.3,54,55285.5,30.0,2393.0,132473.0,0.92,주의
200910,10,7.67,14.3,281,55305.66667,30.0,2393.0,132473.0,0.92,주의
200911,10,7.84,14.3,327,55325.83333,30.0,2393.0,132473.0,0.92,주의
200912,10,7.57,14.4,689,55346.0,30.0,2393.0,132473.0,0.92,주의
201001,10,8.52,14.4,-1261,55366.16667,33.0,2456.0,137045.0,0.86,주의
201002,10,8.52,14.5,-1359,55386.33333,33.0,2456.0,137045.0,0.86,주의
201003,10,8.92,14.5,1062,55406.5,33.0,2456.0,137045.0,0.86,주의
201004,10,8.03,14.6,-32,55426.66667,33.0,2456.0,137045.0,0.86,주의
201005,10,7.81,14.6,-17,55446.83333,33.0,2456.0,137045.0,0.86,주의
201006,10,7.9,14.7,-242,55467.0,33.0,2456.0,137045.0,0.86,주의
201007,10,7.97,14.7,-166,55600.5,33.0,2456.0,137045.0,0.86,주의
201008,10,7.91,14.7,955,55734.0,33.0,2456.0,137045.0,0.86,주의
201009,10,8.63,14.7,738,55867.5,33.0,2456.0,137045.0,0.86,주의
201010,10,8.7,14.8,498,56001.0,33.0,2456.0,137045.0,0.86,주의
201011,10,8.48,14.8,540,56134.5,33.0,2456.0,137045.0,0.86,주의
201012,10,7.57,14.8,-161,56268.0,33.0,2456.0,137045.0,0.86,주의
201101,10,9.25,14.8,-1223,56401.5,36.0,2474.0,136331.0,0.82,주의
201102,10,8.77,14.9,-1159,56535.0,36.0,2474.0,136331.0,0.82,주의
201103,10,9.03,14.9,1898,56668.5,36.0,2474.0,136331.0,0.82,주의
201104,10,8.57,14.9,1608,56802.0,36.0,2474.0,136331.0,0.82,주의
201105,10,8.32,14.9,-5,56935.5,36.0,2474.0,136331.0,0.82,주의
201106,10,7.78,15,74,57069.0,36.0,2474.0,136331.0,0.82,주의
201107,10,8.76,15,525,57294.16667,36.0,2474.0,136331.0,0.82,주의
201108,10,7.5,15,168,57519.33333,36.0,2474.0,136331.0,0.82,주의
201109,10,7.55,15.1,315,57744.5,36.0,2474.0,136331.0,0.82,주의
201110,10,7.51,15.1,769,57969.66667,36.0,2474.0,136331.0,0.82,주의
201111,10,7.92,15.1,1048,58194.83333,36.0,2474.0,136331.0,0.82,주의
201112,10,7.19,15.2,635,58420.0,36.0,2474.0,136331.0,0.82,주의
201201,10,8.24,15.2,-1228,58645.16667,37.0,2335.0,131090.0,0.78,주의
201202,10,9.12,15.3,-1040,58870.33333,37.0,2335.0,131090.0,0.78,주의
201203,10,8.68,15.3,2118,59095.5,37.0,2335.0,131090.0,0.78,주의
201204,10,8.06,15.4,405,59320.66667,37.0,2335.0,131090.0,0.78,주의
201205,10,7.46,15.4,456,59545.83333,37.0,2335.0,131090.0,0.78,주의
201206,10,8.38,15.5,106,59771.0,37.0,2335.0,131090.0,0.78,주의
201207,10,8.06,15.5,254,59884.0,37.0,2335.0,131090.0,0.78,주의
201208,10,8.21,15.5,-239,59997.0,37.0,2335.0,131090.0,0.78,주의
201209,10,8.97,15.6,568,60110.0,37.0,2335.0,131090.0,0.78,주의
201210,10,8.32,15.6,-244,60223.0,37.0,2335.0,131090.0,0.78,주의
201211,10,7.7,15.7,94,60336.0,37.0,2335.0,131090.0,0.78,주의
201212,10,6.77,15.7,-538,60449.0,37.0,2335.0,131090.0,0.78,주의
201301,10,8.51,15.8,-1014,60562.0,39.0,2326.0,202621.0,0.74,주의
201302,10,7.34,15.8,-1158,60675.0,39.0,2326.0,202621.0,0.74,주의
201303,10,7.66,15.9,1501,60788.0,39.0,2326.0,202621.0,0.74,주의
201304,10,7.41,15.9,979,60901.0,39.0,2326.0,202621.0,0.74,주의
201305,10,6.79,15.9,205,61014.0,39.0,2326.0,202621.0,0.74,주의
201306,10,6.76,16,259,61127.0,39.0,2326.0,202621.0,0.74,주의
201307,10,7.35,16,102,61508.16667,39.0,2326.0,202621.0,0.74,주의
201308,10,6.92,16.1,154,61889.33333,39.0,2326.0,202621.0,0.74,주의
201309,10,7.12,16.1,522,62270.5,39.0,2326.0,202621.0,0.74,주의
201310,10,7.12,16.1,576,62651.66667,39.0,2326.0,202621.0,0.74,주의
201311,10,6.92,16.1,635,63032.83333,39.0,2326.0,202621.0,0.74,주의
201312,10,6.47,16.2,225,63414.0,39.0,2326.0,202621.0,0.74,주의
201401,10,7.71,16.2,-1557,63795.16667,47.0,2253.0,224259.0,0.7,주의
201402,10,7.53,16.3,-1388,64176.33333,47.0,2253.0,224259.0,0.7,주의
201403,10,7.33,16.3,1878,64557.5,47.0,2253.0,224259.0,0.7,주의
201404,10,6.98,16.3,448,64938.66667,47.0,2253.0,224259.0,0.7,주의
201405,10,6.85,16.4,275,65319.83333,47.0,2253.0,224259.0,0.7,주의
201406,10,6.88,16.4,-289,65701.0,47.0,2253.0,224259.0,0.7,주의
201407,10,7.01,16.4,-368,64962.66667,47.0,2253.0,224259.0,0.7,주의
201408,10,6.83,16.5,-341,64224.33333,47.0,2253.0,224259.0,0.7,주의
201409,10,6.97,16.5,312,63486.0,47.0,2253.0,224259.0,0.7,주의
201410,10,7.05,16.5,696,62747.66667,47.0,2253.0,224259.0,0.7,주의
201411,10,6.41,16.6,493,62009.33333,47.0,2253.0,224259.0,0.7,주의
201412,10,6.21,16.6,1926,61271.0,47.0,2253.0,224259.0,0.7,주의
201501,10,8.03,16.6,-802,60532.66667,45.0,2185.0,248173.0,0.67,주의
201502,10,6.99,16.7,-744,59794.33333,45.0,2185.0,248173.0,0.67,주의
201503,10,8.14,16.7,285,59056.0,45.0,2185.0,248173.0,0.67,주의
201504,10,7.83,16.7,629,58317.66667,45.0,2185.0,248173.0,0.67,주의
201505,10,6.92,16.7,1362,57579.33333,45.0,2185.0,248173.0,0.67,주의
201506,10,7.02,16.7,1877,56841.0,45.0,2185.0,248173.0,0.67,주의
201507,10,6.83,16.7,523,57014.83333,45.0,2185.0,248173.0,0.67,주의
201508,10,6.74,16.8,-142,57188.66667,45.0,2185.0,248173.0,0.67,주의
201509,10,7.03,16.8,414,57362.5,45.0,2185.0,248173.0,0.67,주의
201510,10,7.08,16.8,1084,57536.33333,45.0,2185.0,248173.0,0.67,주의
201511,10,6.49,16.9,-26,57710.16667,45.0,2185.0,248173.0,0.67,주의
201512,10,6.45,16.9,313,57884.0,45.0,2185.0,248173.0,0.67,주의
201601,10,6.87,16.9,-272,58057.83333,54.0,2187.0,270378.0,0.65,주의
201602,10,7.26,17,-1000,58231.66667,54.0,2187.0,270378.0,0.65,주의
201603,10,7.44,17,-136,58405.5,54.0,2187.0,270378.0,0.65,주의
201604,10,6.68,17,333,58579.33333,54.0,2187.0,270378.0,0.65,주의
201605,10,6.16,17.1,-268,58753.16667,54.0,2187.0,270378.0,0.65,주의
201606,10,6.5,17.1,772,58927.0,54.0,2187.0,270378.0,0.65,주의
201607,10,6.61,17.1,37,59221.33333,54.0,2187.0,270378.0,0.65,주의
201608,10,6.55,17.1,179,59515.66667,54.0,2187.0,270378.0,0.65,주의
201609,10,6.7,17.1,600,59810.0,54.0,2187.0,270378.0,0.65,주의
201610,10,6.03,17.1,575,60104.33333,54.0,2187.0,270378.0,0.65,주의
201611,10,6.25,17.1,295,60398.66667,54.0,2187.0,270378.0,0.65,주의
201612,10,5.62,17.2,777,60693.0,54.0,2187.0,270378.0,0.65,주의
201701,10,6.36,17.2,-1333,60987.33333,59.0,2223.0,295414.0,0.62,주의
201702,10,6.5,17.3,-742,61281.66667,59.0,2223.0,295414.0,0.62,주의
201703,10,5.95,17.4,-106,61576.0,59.0,2223.0,295414.0,0.62,주의
201704,10,6.1,17.5,-14,61870.33333,59.0,2223.0,295414.0,0.62,주의
201705,10,5.8,17.7,37,62164.66667,59.0,2223.0,295414.0,0.62,주의
201706,10,5.64,17.8,780,62459.0,59.0,2223.0,295414.0,0.62,주의
201707,10,5.72,17.8,-305,64413.39015,59.0,2223.0,295414.0,0.62,주의
201708,10,6.25,17.9,162,64527.74395,59.0,2223.0,295414.0,0.62,주의
201709,10,6.04,17.9,401,64642.09775,59.0,2223.0,295414.0,0.62,주의
201710,10,5.53,18,487,64756.45155,59.0,2223.0,295414.0,0.62,주의
201711,10,5.67,18,1529,64870.80535,59.0,2223.0,295414.0,0.62,주의
201712,10,4.56,18.1,1139,64985.15915,59.0,2223.0,295414.0,0.62,주의
201801,10,6.7,18.1,-1620,65099.51295,63.0,2200.0,300453.0,0.59,주의
201802,10,6.6,18.2,-1466,65213.86675,63.0,2200.0,300453.0,0.59,주의
201803,10,5.6,18.3,134,65328.22055,63.0,2200.0,300453.0,0.59,주의
201804,10,5.8,18.3,-518,65442.57435,63.0,2200.0,300453.0,0.59,주의
201805,10,5.2,18.4,81,65556.92815,63.0,2200.0,300453.0,0.59,주의
201806,10,5.0,18.4,-225,65671.28195,63.0,2200.0,300453.0,0.59,주의
201807,10,5.3,18.5,-311,65785.63575,63.0,2200.0,300453.0,0.59,주의
201808,10,5.4,18.5,-415,65899.98955,63.0,2200.0,300453.0,0.59,주의
201809,10,5.5,18.6,200,66014.34335,63.0,2200.0,300453.0,0.59,주의
201810,10,5.2,18.6,21,66128.69715,63.0,2200.0,300453.0,0.59,주의
201811,10,4.8,18.7,392,66243.05095,63.0,2200.0,300453.0,0.59,주의
201812,10,4.4,18.8,-127,66357.40475,63.0,2200.0,300453.0,0.59,주의
201901,10,6.6,18.8,-1028,66471.75855,64.0,2182.0,308563.0,0.55,주의
201902,10,5.5,18.9,-1001,66586.11235,64.0,2182.0,308563.0,0.55,주의
201903,10,5.6,19,255,66700.46615,64.0,2182.0,308563.0,0.55,주의
201904,10,5.8,19.1,534,66814.81995,64.0,2182.0,308563.0,0.55,주의
201905,10,5.4,19.1,215,66929.17375,64.0,2182.0,308563.0,0.55,주의
201906,10,5.1,19.2,273,67043.52755,64.0,2182.0,308563.0,0.55,주의
201907,10,5.4,19.3,70,67157.88135,64.0,2182.0,308563.0,0.55,주의
201908,10,5.3,19.4,309,45093.5,64.0,2182.0,308563.0,0.55,주의
201909,10,4.8,19.4,290,45150.0,64.0,2182.0,308563.0,0.55,주의
201910,10,5.5,19.5,491,45206.5,64.0,2182.0,308563.0,0.55,주의
201911,10,5.3,19.6,817,45263.0,64.0,2182.0,308563.0,0.55,주의
201912,10,4.8,19.6,436,45319.5,64.0,2182.0,308563.0,0.55,주의
202001,10,5.6,19.8,-497,45376.0,63.0,2179.0,309354.0,0.52,주의
202002,10,5.4,19.9,-535,45432.5,63.0,2179.0,309354.0,0.52,주의
202003,10,5.6,20.1,-672,45489.0,63.0,2179.0,309354.0,0.52,주의
202004,10,5.5,20.2,-595,45545.5,63.0,2179.0,309354.0,0.52,주의
202005,10,5.0,20.2,1150,45602.0,63.0,2179.0,309354.0,0.52,주의
202006,10,5.4,20.3,992,45658.5,63.0,2179.0,309354.0,0.52,주의
202007,10,4.8,20.4,1085,45715.0,63.0,2179.0,309354.0,0.52,주의
202008,10,4.6,20.4,923,45735.25,63.0,2179.0,309354.0,0.52,주의
202009,10,5.4,20.5,640,45755.5,63.0,2179.0,309354.0,0.52,주의
202010,10,5.0,20.6,1111,45775.75,63.0,2179.0,309354.0,0.52,주의
202011,10,4.7,20.7,937,45796.0,63.0,2179.0,309354.0,0.52,주의
202012,10,4.7,20.7,918,45816.25,63.0,2179.0,309354.0,0.52,주의
202101,10,5.7,20.8,-797,45836.5,64.0,2188.0,221436.0,0.45,위험
202102,10,5.0,20.9,-485,45856.75,64.0,2188.0,221436.0,0.45,위험
202103,10,5.3,21,-61,45877.0,64.0,2188.0,221436.0,0.45,위험
202104,10,4.7,21.1,540,45897.25,64.0,2188.0,221436.0,0.45,위험
202105,10,4.4,21.2,892,45917.5,64.0,2188.0,221436.0,0.45,위험
202106,10,4.7,21.2,718,45937.75,64.0,2188.0,221436.0,0.45,위험
202107,10,5.2,21.3,922,45958.0,64.0,2188.0,221436.0,0.45,위험
202108,10,5.0,21.4,429,46066.0,64.0,2188.0,221436.0,0.45,위험
202109,10,4.7,21.4,954,46174.0,64.0,2188.0,221436.0,0.45,위험
202110,10,4.8,21.5,1440,46282.0,64.0,2188.0,221436.0,0.45,위험
202111,10,4.7,21.6,1192,46390.0,64.0,2188.0,221436.0,0.45,위험
202112,10,3.7,21.7,937,46498.0,64.0,2188.0,221436.0,0.45,위험
202201,10,5.4,21.8,618,46606.0,62.0,2264.0,133342.0,,
202202,10,4.9,21.9,888,46714.0,62.0,2264.0,133342.0,,
202203,10,5.0,22,830,46822.0,62.0,2264.0,133342.0,,
202204,10,4.5,22.1,958,46930.0,62.0,2264.0,133342.0,,
202205,10,4.4,22.1,641,47038.0,62.0,2264.0,133342.0,,
202206,10,4.9,22.2,494,47146.0,62.0,2264.0,133342.0,,
202207,10,4.5,22.3,492,47254.0,62.0,2264.0,133342.0,,
202208,10,4.9,22.4,466,47484.41667,62.0,2264.0,133342.0,,
202209,10,5.2,22.5,1092,47714.83333,62.0,2264.0,133342.0,,
202210,10,4.7,22.6,483,47945.25,62.0,2264.0,133342.0,,
202211,10,4.6,22.7,125,48175.66667,62.0,2264.0,133342.0,,
202212,10,4.0,22.8,407,48406.08333,62.0,2264.0,133342.0,,
202301,10,5.2,22.9,-516,48636.5,,2301.0,135726.0,,
202302,10,5.2,23,-764,48866.91667,,2301.0,135726.0,,
202303,10,4.9,23.1,226,49097.33333,,2301.0,135726.0,,
202304,10,4.3,23.2,100,49327.75,,2301.0,135726.0,,
202305,10,4.2,23.3,275,49558.16667,,2301.0,135726.0,,
202306,10,4.5,23.4,92,49788.58333,,2301.0,135726.0,,
202307,10,4.2,23.5,-94,50019.0,,2301.0,135726.0,,
202308,10,4.3,23.6,1,50264.0,,2301.0,135726.0,,
202309,10,4.5,23.7,-202,50509.0,,2301.0,135726.0,,
202310,10,4.1,23.8,-390,50754.0,,2301.0,135726.0,,
202311,10,3.8,23.9,-49,50999.0,,2301.0,135726.0,,
202312,10,3.5,24,-76,51244.0,,2301.0,135726.0,,
202401,10,4.8,24.1,-780,51489.0,,,,,
202402,10,4.7,24.3,-968,51734.0,,,,,
200802,11,9.96,12.5,543,51979.0,8.0,2276.0,152606.0,1.14,양호
200803,11,9.98,12.5,959,52224.0,8.0,2276.0,152606.0,1.14,양호
200804,11,9.21,12.6,873,52469.0,8.0,2276.0,152606.0,1.14,양호
200805,11,8.67,12.6,946,52714.0,8.0,2276.0,152606.0,1.14,양호
200806,11,8.75,12.6,575,52959.0,8.0,2276.0,152606.0,1.14,양호
200807,11,9.06,12.6,332,53147.83333,8.0,2276.0,152606.0,1.14,양호
200808,11,8.91,12.6,594,53336.66667,8.0,2276.0,152606.0,1.14,양호
200809,11,9.62,12.6,1033,53525.5,8.0,2276.0,152606.0,1.14,양호
200810,11,9.08,12.6,1027,53714.33333,8.0,2276.0,152606.0,1.14,양호
200811,11,9.02,12.7,234,53903.16667,8.0,2276.0,152606.0,1.14,양호
200812,11,8.27,12.7,-155,54092.0,8.0,2276.0,152606.0,1.14,양호
200901,11,10.78,12.7,-359,54280.83333,11.0,2393.0,138430.0,1.08,양호
200902,11,9.45,12.8,-104,54469.66667,11.0,2393.0,138430.0,1.08,양호
200903,11,9.62,12.8,200,54658.5,11.0,2393.0,138430.0,1.08,양호
200904,11,9.46,12.9,552,54847.33333,11.0,2393.0,138430.0,1.08,양호
200905,11,8.59,12.9,215,55036.16667,11.0,2393.0,138430.0,1.08,양호
200906,11,8.42,12.9,508,55225.0,11.0,2393.0,138430.0,1.08,양호
200907,11,8.93,12.9,217,55245.16667,11.0,2393.0,138430.0,1.08,양호
200908,11,8.51,12.9,151,55265.33333,11.0,2393.0,138430.0,1.08,양호
200909,11,10.01,12.9,600,55285.5,11.0,2393.0,138430.0,1.08,양호
200910,11,8.53,12.9,637,55305.66667,11.0,2393.0,138430.0,1.08,양호
200911,11,9.16,13,200,55325.83333,11.0,2393.0,138430.0,1.08,양호
200912,11,8.12,13,-296,55346.0,11.0,2393.0,138430.0,1.08,양호
201001,11,10.34,13,-218,55366.16667,16.0,2489.0,149082.0,1.03,양호
201002,11,10.07,13,12,55386.33333,16.0,2489.0,149082.0,1.03,양호
201003,11,9.69,13.1,4,55406.5,16.0,2489.0,149082.0,1.03,양호
201004,11,9.3,13.1,246,55426.66667,16.0,2489.0,149082.0,1.03,양호
201005,11,8.59,13.2,424,55446.83333,16.0,2489.0,149082.0,1.03,양호
201006,11,9.05,13.2,918,55467.0,16.0,2489.0,149082.0,1.03,양호
