시점,자치구역번호,조출생률,고령인구비율,청년 순이동수,사업체수,문화시설 개수,학원수 (개),수강인원 (명),소멸위험지수,단계
201603,4,8.74,10.8,215,93384.0,58.0,2924.0,199116.0,1.138,양호
201604,4,8.83,10.8,1330,93744.0,58.0,2924.0,199116.0,1.138,양호
201605,4,8.02,10.8,651,94104.0,58.0,2924.0,199116.0,1.138,양호
201606,4,7.93,10.9,351,94464.0,58.0,2924.0,199116.0,1.138,양호
201607,4,8.22,10.9,785,94825.0,58.0,2924.0,199116.0,1.138,양호
201608,4,7.94,10.9,666,95185.0,58.0,2924.0,199116.0,1.138,양호
201609,4,8.59,10.9,607,95545.0,58.0,2924.0,199116.0,1.138,양호
201610,4,7.22,11,388,95905.0,58.0,2924.0,199116.0,1.138,양호
201611,4,7.55,11,-8,96265.0,58.0,2924.0,199116.0,1.138,양호
201612,4,6.42,11,-165,96625.0,58.0,2924.0,199116.0,1.138,양호
201701,4,8.02,11.1,195,96985.0,58.0,2831.0,192170.0,1.074,양호
201702,4,7.75,11.1,-350,97102.0,58.0,2831.0,192170.0,1.074,양호
201703,4,7.67,11.2,-15,97218.0,58.0,2831.0,192170.0,1.074,양호
201704,4,7.08,11.3,54,97335.0,58.0,2831.0,192170.0,1.074,양호
201705,4,6.85,11.4,159,97451.0,58.0,2831.0,192170.0,1.074,양호
201706,4,7.07,11.4,201,97568.0,58.0,2831.0,192170.0,1.074,양호
201707,4,7.03,11.5,127,97685.0,58.0,2831.0,192170.0,1.074,양호
201708,4,7.07,11.5,-517,97801.0,58.0,2831.0,192170.0,1.074,양호
201709,4,7.44,11.6,-1381,97918.0,58.0,2831.0,192170.0,1.074,양호
201710,4,6.43,11.6,128,98034.0,58.0,2831.0,192170.0,1.074,양호
201711,4,6.47,11.7,-281,98151.0,58.0,2831.0,192170.0,1.074,양호
201712,4,5.28,11.7,10,98267.0,58.0,2831.0,192170.0,1.074,양호
201801,4,7.7,11.7,1883,98384.0,55.0,3338.0,235579.0,1.008,양호
201802,4,7.5,11.8,415,98895.0,55.0,3338.0,235579.0,1.008,양호
201803,4,7.1,11.9,-780,99405.0,55.0,3338.0,235579.0,1.008,양호
201804,4,7.1,11.9,518,99916.0,55.0,3338.0,235579.0,1.008,양호
201805,4,6.6,12,154,100427.0,55.0,3338.0,235579.0,1.008,양호
201806,4,6.8,12,94,100937.0,55.0,3338.0,235579.0,1.008,양호
201807,4,6.6,12,-645,101448.0,55.0,3338.0,235579.0,1.008,양호
201808,4,6.8,12.1,-1114,101959.0,55.0,3338.0,235579.0,1.008,양호
201809,4,6.8,12.1,-646,102469.0,55.0,3338.0,235579.0,1.008,양호
201810,4,6.8,12.2,-285,102980.0,55.0,3338.0,235579.0,1.008,양호
201811,4,6.8,12.2,16,103491.0,55.0,3338.0,235579.0,1.008,양호
201812,4,6.0,12.3,323,104001.0,55.0,3338.0,235579.0,1.008,양호
201901,4,7.8,12.3,918,104512.0,56.0,3198.0,225909.0,0.942,주의
201902,4,6.9,12.4,-395,103462.0,56.0,3198.0,225909.0,0.942,주의
201903,4,6.8,12.5,-98,102413.0,56.0,3198.0,225909.0,0.942,주의
201904,4,6.6,12.5,-302,101363.0,56.0,3198.0,225909.0,0.942,주의
201905,4,6.4,12.6,5,100313.0,56.0,3198.0,225909.0,0.942,주의
201906,4,5.9,12.6,-473,99264.0,56.0,3198.0,225909.0,0.942,주의
201907,4,6.1,12.7,-653,98214.0,56.0,3198.0,225909.0,0.942,주의
201908,4,6.2,12.8,-580,97164.0,56.0,3198.0,225909.0,0.942,주의
201909,4,5.9,12.8,-167,96115.0,56.0,3198.0,225909.0,0.942,주의
201910,4,6.3,12.9,-204,95065.0,56.0,3198.0,225909.0,0.942,주의
201911,4,5.9,12.9,13,94015.0,56.0,3198.0,225909.0,0.942,주의
201912,4,5.2,13,-401,92966.0,56.0,3198.0,225909.0,0.942,주의
202001,4,6.2,13.1,-913,91916.0,59.0,3167.0,242434.0,0.868,주의
202002,4,5.7,13.2,-1275,92516.0,59.0,3167.0,242434.0,0.868,주의
202003,4,5.9,13.3,-2391,93117.0,59.0,3167.0,242434.0,0.868,주의
202004,4,5.9,13.4,-1951,93717.0,59.0,3167.0,242434.0,0.868,주의
202005,4,5.5,13.5,-1106,94318.0,59.0,3167.0,242434.0,0.868,주의
202006,4,5.4,13.6,-2912,94918.0,59.0,3167.0,242434.0,0.868,주의
202007,4,5.6,13.6,-1855,95519.0,59.0,3167.0,242434.0,0.868,주의
202008,4,5.4,13.7,-2381,96119.0,59.0,3167.0,242434.0,0.868,주의
202009,4,5.5,13.8,-1336,96719.0,59.0,3167.0,242434.0,0.868,주의
202010,4,5.1,13.9,-270,97320.0,59.0,3167.0,242434.0,0.868,주의
202011,4,5.0,13.9,65,97920.0,59.0,3167.0,242434.0,0.868,주의
202012,4,4.7,14,577,98521.0,59.0,3167.0,242434.0,0.868,주의
202101,4,5.9,14.1,-469,99121.0,60.0,3209.0,237307.0,0.738,주의
202102,4,5.5,14.2,-806,98692.0,60.0,3209.0,237307.0,0.738,주의
202103,4,5.3,14.2,-176,98262.0,60.0,3209.0,237307.0,0.738,주의
202104,4,5.4,14.3,-132,97833.0,60.0,3209.0,237307.0,0.738,주의
202105,4,5.0,14.3,227,97403.0,60.0,3209.0,237307.0,0.738,주의
202106,4,4.9,14.4,131,96974.0,60.0,3209.0,237307.0,0.738,주의
202107,4,5.1,14.5,1012,96544.0,60.0,3209.0,237307.0,0.738,주의
202108,4,5.1,14.5,944,96115.0,60.0,3209.0,237307.0,0.738,주의
202109,4,5.5,14.6,3231,95685.0,60.0,3209.0,237307.0,0.738,주의
202110,4,5.0,14.7,3294,95256.0,60.0,3209.0,237307.0,0.738,주의
202111,4,4.9,14.7,1616,94826.0,60.0,3209.0,237307.0,0.738,주의
202112,4,3.9,14.8,2551,94397.0,60.0,3209.0,237307.0,0.738,주의
202201,4,5.6,14.9,926,104275.0,60.0,3395.0,254783.0,,
202202,4,5.3,15,2007,104515.5277,60.0,3395.0,254783.0,,
202203,4,5.1,15,2360,104716.5444,60.0,3395.0,254783.0,,
202204,4,5.3,15.1,1289,104917.5611,60.0,3395.0,254783.0,,
202205,4,4.9,15.1,2203,105118.5779,60.0,3395.0,254783.0,,
202206,4,4.5,15.2,2011,105319.5946,60.0,3395.0,254783.0,,
202207,4,4.6,15.3,3628,105520.6114,60.0,3395.0,254783.0,,
202208,4,5.1,15.4,3341,105721.6281,60.0,3395.0,254783.0,,
202209,4,5.2,15.4,2410,105922.6448,60.0,3395.0,254783.0,,
202210,4,4.8,15.5,2506,106123.6616,60.0,3395.0,254783.0,,
202211,4,4.7,15.6,2635,106324.6783,60.0,3395.0,254783.0,,
202212,4,4.1,15.6,2785,106525.6951,60.0,3395.0,254783.0,,
202301,4,5.7,15.7,2395,106726.7118,,3585.0,316473.0,,
202302,4,5.3,15.8,2569,106927.7285,,3585.0,316473.0,,
202303,4,4.9,15.9,2839,107128.7453,,3585.0,316473.0,,
202304,4,4.4,16,2038,107329.762,,3585.0,316473.0,,
202305,4,4.6,16,1991,107530.7788,,3585.0,316473.0,,
202306,4,4.5,16.1,882,107731.7955,,3585.0,316473.0,,
202307,4,4.5,16.2,2906,107932.8122,,3585.0,316473.0,,
202308,4,4.2,16.3,3834,108133.829,,3585.0,316473.0,,
202309,4,4.6,16.4,2917,108334.8457,,3585.0,316473.0,,
202310,4,4.4,16.4,3002,108535.8625,,3585.0,316473.0,,
202311,4,4.4,16.5,3901,108736.8792,,3585.0,316473.0,,
202312,4,4.0,16.6,4233,108937.8959,,3585.0,316473.0,,
202401,4,5.2,16.7,3373,109138.9127,,3702.0,403661.0,,
202402,4,5.1,16.8,3071,109339.9294,,3702.0,403661.0,,
200802,5,10.8,8.1,627,44717.0,9.0,2176.0,112664.0,1.916,안정
200803,5,10.34,8.2,-993,44779.0,9.0,2176.0,112664.0,1.916,안정
200804,5,9.67,8.2,-288,44841.0,9.0,2176.0,112664.0,1.916,안정
200805,5,9.06,8.2,-351,44902.0,9.0,2176.0,112664.0,1.916,안정
200806,5,9.26,8.2,-57,44964.0,9.0,2176.0,112664.0,1.916,안정
200807,5,9.75,8.2,429,45026.0,9.0,2176.0,112664.0,1.916,안정
200808,5,10.11,8.3,483,45088.0,9.0,2176.0,112664.0,1.916,안정
200809,5,9.59,8.3,324,45150.0,9.0,2176.0,112664.0,1.916,안정
200810,5,9.7,8.3,316,45212.0,9.0,2176.0,112664.0,1.916,안정
200811,5,9.12,8.3,63,45273.0,9.0,2176.0,112664.0,1.916,안정
200812,5,8.06,8.3,-603,45335.0,9.0,2176.0,112664.0,1.916,안정
200901,5,11.55,8.4,315,45397.0,12.0,2176.0,112664.0,1.806,안정
200902,5,9.96,8.4,558,45338.0,12.0,2646.0,128846.0,1.806,안정
200903,5,9.61,8.4,-614,45279.0,12.0,2646.0,128846.0,1.806,안정
200904,5,9.48,8.4,85,45220.0,12.0,2646.0,128846.0,1.806,안정
200905,5,9.06,8.5,457,45161.0,12.0,2646.0,128846.0,1.806,안정
200906,5,7.98,8.5,-25,45102.0,12.0,2646.0,128846.0,1.806,안정
200907,5,8.4,8.5,656,45043.0,12.0,2646.0,128846.0,1.806,안정
200908,5,8.76,8.6,723,44984.0,12.0,2646.0,128846.0,1.806,안정
200909,5,9.72,8.6,959,44925.0,12.0,2646.0,128846.0,1.806,안정
200910,5,9.32,8.6,7,44866.0,12.0,2646.0,128846.0,1.806,안정
200911,5,8.89,8.6,205,44807.0,12.0,2646.0,128846.0,1.806,안정
200912,5,7.43,8.7,-218,44748.0,12.0,2646.0,128846.0,1.806,안정
201001,5,10.64,8.7,707,44689.0,13.0,2646.0,128846.0,1.702,안정
201002,5,9.83,8.7,447,44861.0,13.0,2515.0,120972.0,1.702,안정
201003,5,10.13,8.7,-1030,45033.0,13.0,2515.0,120972.0,1.702,안정
201004,5,9.85,8.8,-801,45205.0,13.0,2515.0,120972.0,1.702,안정
201005,5,9.22,8.8,110,45377.0,13.0,2515.0,120972.0,1.702,안정
201006,5,8.63,8.8,1127,45549.0,13.0,2515.0,120972.0,1.702,안정
201007,5,9.14,8.9,814,45721.0,13.0,2515.0,120972.0,1.702,안정
201008,5,9.24,8.9,872,45893.0,13.0,2515.0,120972.0,1.702,안정
201009,5,10.82,8.9,675,46065.0,13.0,2515.0,120972.0,1.702,안정
201010,5,10.55,8.9,840,46237.0,13.0,2515.0,120972.0,1.702,안정
201011,5,10.17,8.9,566,46409.0,13.0,2515.0,120972.0,1.702,안정
201012,5,8.35,9,-796,46581.0,13.0,2515.0,120972.0,1.702,안정
201101,5,11.66,9,961,46753.0,13.0,2515.0,120972.0,1.604,안정
201102,5,10.38,9,1262,47019.0,13.0,2667.0,117858.0,1.604,안정
201103,5,10.67,9,-600,47286.0,13.0,2667.0,117858.0,1.604,안정
201104,5,10.2,9,-198,47552.0,13.0,2667.0,117858.0,1.604,안정
201105,5,9.02,9.1,170,47818.0,13.0,2667.0,117858.0,1.604,안정
201106,5,9.23,9.1,-254,48085.0,13.0,2667.0,117858.0,1.604,안정
201107,5,9.42,9.1,864,48351.0,13.0,2667.0,117858.0,1.604,안정
201108,5,9.22,9.2,814,48617.0,13.0,2667.0,117858.0,1.604,안정
201109,5,9.69,9.2,-84,48884.0,13.0,2667.0,117858.0,1.604,안정
201110,5,9.16,9.3,38,49150.0,13.0,2667.0,117858.0,1.604,안정
201111,5,9.09,9.3,-157,49416.0,13.0,2667.0,117858.0,1.604,안정
201112,5,7.45,9.3,-1537,49683.0,13.0,2667.0,117858.0,1.604,안정
201201,5,11.13,9.4,1199,49949.0,16.0,2667.0,117858.0,1.504,안정
201202,5,11.48,9.4,591,50125.0,16.0,2640.0,132746.0,1.504,안정
201203,5,10.42,9.5,-349,50301.0,16.0,2640.0,132746.0,1.504,안정
201204,5,9.95,9.5,-779,50476.0,16.0,2640.0,132746.0,1.504,안정
201205,5,9.08,9.6,-787,50652.0,16.0,2640.0,132746.0,1.504,안정
201206,5,9.27,9.6,-653,50828.0,16.0,2640.0,132746.0,1.504,안정
201207,5,9.67,9.6,65,51004.0,16.0,2640.0,132746.0,1.504,안정
201208,5,9.84,9.7,227,51179.0,16.0,2640.0,132746.0,1.504,안정
201209,5,10.57,9.7,142,51355.0,16.0,2640.0,132746.0,1.504,안정
201210,5,10.21,9.8,85,51531.0,16.0,2640.0,132746.0,1.504,안정
201211,5,9.13,9.8,425,51707.0,16.0,2640.0,132746.0,1.504,안정
201212,5,7.81,9.9,-1991,51882.0,16.0,2640.0,132746.0,1.504,안정
201301,5,10.51,9.9,291,52058.0,17.0,2640.0,132746.0,1.402,양호
201302,5,9.36,9.9,197,52270.0,17.0,2420.0,115247.0,1.402,양호
201303,5,9.27,10,-457,52482.0,17.0,2420.0,115247.0,1.402,양호
201304,5,9.21,10,-98,52694.0,17.0,2420.0,115247.0,1.402,양호
201305,5,8.5,10,-111,52906.0,17.0,2420.0,115247.0,1.402,양호
201306,5,8.32,10.1,-397,53118.0,17.0,2420.0,115247.0,1.402,양호
201307,5,8.06,10.1,-21,53330.0,17.0,2420.0,115247.0,1.402,양호
201308,5,8.32,10.2,-64,53542.0,17.0,2420.0,115247.0,1.402,양호
201309,5,9.04,10.2,-134,53754.0,17.0,2420.0,115247.0,1.402,양호
201310,5,8.13,10.2,-221,53966.0,17.0,2420.0,115247.0,1.402,양호
201311,5,8.17,10.3,-277,54178.0,17.0,2420.0,115247.0,1.402,양호
201312,5,7.62,10.3,-1300,54390.0,17.0,2420.0,115247.0,1.402,양호
201401,5,10.33,10.4,73,54602.0,17.0,2420.0,115247.0,1.312,양호
201402,5,9.35,10.4,-675,54558.0,17.0,2760.0,135700.0,1.312,양호
201403,5,8.96,10.5,-1425,54514.0,17.0,2760.0,135700.0,1.312,양호
201404,5,9.24,10.5,-1202,54471.0,17.0,2760.0,135700.0,1.312,양호
201405,5,8.1,10.5,1358,54427.0,17.0,2760.0,135700.0,1.312,양호
201406,5,8.17,10.6,382,54383.0,17.0,2760.0,135700.0,1.312,양호
201407,5,8.36,10.6,649,54339.0,17.0,2760.0,135700.0,1.312,양호
201408,5,8.7,10.7,339,54295.0,17.0,2760.0,135700.0,1.312,양호
201409,5,9.16,10.7,455,54251.0,17.0,2760.0,135700.0,1.312,양호
201410,5,8.7,10.7,-275,54208.0,17.0,2760.0,135700.0,1.312,양호
201411,5,7.59,10.8,98,54164.0,17.0,2760.0,135700.0,1.312,양호
201412,5,7.6,10.8,-2754,54120.0,17.0,2760.0,135700.0,1.312,양호
201501,5,9.87,10.9,492,54076.0,17.0,2211.0,154112.0,1.23,양호
201502,5,9.25,10.9,-79,54389.0,17.0,2211.0,154112.0,1.23,양호
201503,5,9.11,10.9,-266,54701.0,17.0,2211.0,154112.0,1.23,양호
201504,5,8.76,11,-379,55014.0,17.0,2211.0,154112.0,1.23,양호
201505,5,8.24,11,-900,55326.0,17.0,2211.0,154112.0,1.23,양호
201506,5,7.95,11,-700,55639.0,17.0,2211.0,154112.0,1.23,양호
201507,5,8.29,11.1,-703,55951.0,17.0,2211.0,154112.0,1.23,양호
201508,5,8.06,11.1,-1037,56264.0,17.0,2211.0,154112.0,1.23,양호
201509,5,9.01,11.2,-1008,56576.0,17.0,2211.0,154112.0,1.23,양호
201510,5,8.38,11.2,-1535,56889.0,17.0,2211.0,154112.0,1.23,양호
201511,5,7.98,11.2,-79,57201.0,17.0,2211.0,154112.0,1.23,양호
201512,5,6.91,11.3,-3078,57514.0,17.0,2211.0,154112.0,1.23,양호
201601,5,9.69,11.3,153,57826.0,19.0,2476.0,171795.0,1.168,양호
201602,5,8.53,11.4,-1062,58047.0,19.0,2476.0,171795.0,1.168,양호
201603,5,8.58,11.4,-973,58267.0,19.0,2476.0,171795.0,1.168,양호
201604,5,8.55,11.4,-239,58488.0,19.0,2476.0,171795.0,1.168,양호
201605,5,7.87,11.5,17,58708.0,19.0,2476.0,171795.0,1.168,양호
201606,5,7.44,11.5,-410,58929.0,19.0,2476.0,171795.0,1.168,양호
201607,5,7.68,11.6,-198,59149.0,19.0,2476.0,171795.0,1.168,양호
201608,5,7.53,11.6,-493,59370.0,19.0,2476.0,171795.0,1.168,양호
201609,5,7.93,11.6,-464,59590.0,19.0,2476.0,171795.0,1.168,양호
201610,5,7.55,11.7,-870,59811.0,19.0,2476.0,171795.0,1.168,양호
201611,5,7.21,11.7,-875,60031.0,19.0,2476.0,171795.0,1.168,양호
201612,5,6.46,11.7,-2484,60252.0,19.0,2476.0,171795.0,1.168,양호
201701,5,8.25,11.8,126,60472.0,20.0,2281.0,143001.0,1.104,양호
201702,5,7.71,11.9,-1299,60484.83333,20.0,2281.0,143001.0,1.104,양호
201703,5,7.74,11.9,-1075,60497.66667,20.0,2281.0,143001.0,1.104,양호
201704,5,7.13,12,-1012,60510.5,20.0,2281.0,143001.0,1.104,양호
201705,5,6.87,12,-510,60523.33333,20.0,2281.0,143001.0,1.104,양호
201706,5,7.05,12.1,-433,60536.16667,20.0,2281.0,143001.0,1.104,양호
201707,5,6.72,12.1,-316,60549.0,20.0,2281.0,143001.0,1.104,양호
201708,5,6.16,12.2,25,60561.83333,20.0,2281.0,143001.0,1.104,양호
201709,5,6.81,12.2,-167,60574.66667,20.0,2281.0,143001.0,1.104,양호
201710,5,6.75,12.3,-164,60587.5,20.0,2281.0,143001.0,1.104,양호
201711,5,6.22,12.3,-624,60600.33333,20.0,2281.0,143001.0,1.104,양호
201712,5,5.93,12.4,-2669,60613.16667,20.0,2281.0,143001.0,1.104,양호
201801,5,7.3,12.4,139,60626.0,20.0,2038.0,120081.0,1.046,양호
201802,5,6.9,12.4,-978,60967.75,20.0,2038.0,120081.0,1.046,양호
201803,5,7.0,12.5,-1287,61309.5,20.0,2038.0,120081.0,1.046,양호
201804,5,6.8,12.5,-1237,61651.25,20.0,2038.0,120081.0,1.046,양호
201805,5,6.5,12.5,-689,61993.0,20.0,2038.0,120081.0,1.046,양호
201806,5,6.1,12.6,-35,62334.75,20.0,2038.0,120081.0,1.046,양호
201807,5,5.8,12.6,309,62676.5,20.0,2038.0,120081.0,1.046,양호
201808,5,6.4,12.7,33,63018.25,20.0,2038.0,120081.0,1.046,양호
201809,5,6.2,12.7,185,63360.0,20.0,2038.0,120081.0,1.046,양호
201810,5,5.7,12.7,-12,63701.75,20.0,2038.0,120081.0,1.046,양호
201811,5,5.5,12.8,-916,64043.5,20.0,2038.0,120081.0,1.046,양호
201812,5,5.0,12.8,-1728,64385.25,20.0,2038.0,120081.0,1.046,양호
201901,5,6.3,12.9,502,64727.0,21.0,3368.0,396810.0,0.998,주의
201902,5,6.3,12.9,-708,63845.91667,21.0,3368.0,396810.0,0.998,주의
201903,5,5.8,13,-397,62964.83333,21.0,3368.0,396810.0,0.998,주의
201904,5,6.1,13,-141,62083.75,21.0,3368.0,396810.0,0.998,주의
201905,5,5.7,13,-107,61202.66667,21.0,3368.0,396810.0,0.998,주의
201906,5,5.8,13.1,-60,60321.58333,21.0,3368.0,396810.0,0.998,주의
201907,5,5.9,13.1,330,59440.5,21.0,3368.0,396810.0,0.998,주의
201908,5,5.6,13.2,-168,58559.41667,21.0,3368.0,396810.0,0.998,주의
201909,5,5.6,13.2,78,57678.33333,21.0,3368.0,396810.0,0.998,주의
201910,5,6.0,13.3,-330,56797.25,21.0,3368.0,396810.0,0.998,주의
201911,5,5.6,13.4,-493,55916.16667,21.0,3368.0,396810.0,0.998,주의
201912,5,4.6,13.4,-2381,55035.08333,21.0,3368.0,396810.0,0.998,주의
202001,5,5.7,13.5,220,54154.0,22.0,3497.0,403274.0,0.944,주의
202002,5,5.3,13.6,-511,54307.08333,22.0,3497.0,403274.0,0.944,주의
202003,5,5.4,13.7,-447,54460.16667,22.0,3497.0,403274.0,0.944,주의
202004,5,5.2,13.7,388,54613.25,22.0,3497.0,403274.0,0.944,주의
202005,5,4.9,13.8,-517,54766.33333,22.0,3497.0,403274.0,0.944,주의
202006,5,4.9,13.8,-454,54919.41667,22.0,3497.0,403274.0,0.944,주의
202007,5,5.0,13.9,-361,55072.5,22.0,3497.0,403274.0,0.944,주의
202008,5,4.9,13.9,-603,55225.58333,22.0,3497.0,403274.0,0.944,주의
202009,5,5.4,14,-238,55378.66667,22.0,3497.0,403274.0,0.944,주의
202010,5,4.9,14.1,-836,55531.75,22.0,3497.0,403274.0,0.944,주의
202011,5,4.6,14.1,-888,55684.83333,22.0,3497.0,403274.0,0.944,주의
202012,5,4.6,14.2,-1836,55837.91667,22.0,3497.0,403274.0,0.944,주의
202101,5,6.0,14.3,-974,55991.0,22.0,3535.0,465253.0,0.844,주의
202102,5,6.1,14.3,-1174,56222.41667,22.0,3535.0,465253.0,0.844,주의
202103,5,5.6,14.4,-1146,56453.83333,22.0,3535.0,465253.0,0.844,주의
202104,5,5.6,14.4,-743,56685.25,22.0,3535.0,465253.0,0.844,주의
202105,5,5.6,14.4,-580,56916.66667,22.0,3535.0,465253.0,0.844,주의
202106,5,5.8,14.5,-361,57148.08333,22.0,3535.0,465253.0,0.844,주의
202107,5,5.8,14.5,-226,57379.5,22.0,3535.0,465253.0,0.844,주의
202108,5,5.5,14.6,-572,57610.91667,22.0,3535.0,465253.0,0.844,주의
202109,5,6.0,14.6,744,57842.33333,22.0,3535.0,465253.0,0.844,주의
202110,5,4.9,14.7,-324,58073.75,22.0,3535.0,465253.0,0.844,주의
202111,5,5.6,14.7,-181,58305.16667,22.0,3535.0,465253.0,0.844,주의
202112,5,3.9,14.8,-346,58536.58333,22.0,3535.0,465253.0,0.844,주의
202201,5,6.0,14.9,78,58768.0,24.0,3534.0,500546.0,,
202202,5,5.9,14.9,-1488,62474.07236,24.0,3534.0,500546.0,,
202203,5,5.4,15,-1257,62576.36879,24.0,3534.0,500546.0,,
202204,5,5.3,15,-1142,62678.66522,24.0,3534.0,500546.0,,
202205,5,5.0,15.1,-797,62780.96165,24.0,3534.0,500546.0,,
202206,5,4.8,15.1,-602,62883.25809,24.0,3534.0,500546.0,,
202207,5,4.8,15.2,-592,62985.55452,24.0,3534.0,500546.0,,
202208,5,5.3,15.3,-289,63087.85095,24.0,3534.0,500546.0,,
202209,5,5.8,15.4,-107,63190.14738,24.0,3534.0,500546.0,,
202210,5,5.2,15.4,-163,63292.44382,24.0,3534.0,500546.0,,
202211,5,4.8,15.5,-504,63394.74025,24.0,3534.0,500546.0,,
202212,5,4.2,15.6,-779,63497.03668,24.0,3534.0,500546.0,,
202301,5,5.2,15.7,-1015,63599.33311,,3556.0,511212.0,,
202302,5,5.4,15.7,-786,63701.62955,,3556.0,511212.0,,
202303,5,4.7,15.8,-1272,63803.92598,,3556.0,511212.0,,
202304,5,4.2,15.9,-758,63906.22241,,3556.0,511212.0,,
202305,5,4.2,15.9,-705,64008.51884,,3556.0,511212.0,,
202306,5,4.6,16,-775,64110.81528,,3556.0,511212.0,,
202307,5,4.2,16.1,-361,64213.11171,,3556.0,511212.0,,
202308,5,3.9,16.2,-270,64315.40814,,3556.0,511212.0,,
202309,5,4.2,16.2,-542,64417.70457,,3556.0,511212.0,,
202310,5,4.1,16.3,-714,64520.00101,,3556.0,511212.0,,
202311,5,3.9,16.4,-517,64622.29744,,3556.0,511212.0,,
202312,5,3.8,16.5,-1302,64724.59387,,3556.0,511212.0,,
202401,5,4.3,16.6,-710,64826.8903,,3402.0,470669.0,,
202402,5,5.0,16.6,-957,64929.18674,,3402.0,470669.0,,
200802,6,10.48,7.8,-191,40763.08333,8.0,1773.0,97117.0,2.126,안정
200803,6,10.03,7.9,-895,40753.16667,8.0,1773.0,97117.0,2.126,안정
200804,6,10.35,7.9,-481,40743.25,8.0,1773.0,97117.0,2.126,안정
200805,6,9.85,7.9,-668,40733.33333,8.0,1773.0,97117.0,2.126,안정
200806,6,9.39,7.9,-699,40723.41667,8.0,1773.0,97117.0,2.126,안정
200807,6,9.28,7.9,46,40713.5,8.0,1773.0,97117.0,2.126,안정
200808,6,10.12,8,250,40703.58333,8.0,1773.0,97117.0,2.126,안정
200809,6,10.87,8,-817,40693.66667,8.0,1773.0,97117.0,2.126,안정
200810,6,9.95,8,-432,40683.75,8.0,1773.0,97117.0,2.126,안정
200811,6,9.72,8,-304,40673.83333,8.0,1773.0,97117.0,2.126,안정
200812,6,8.09,8.1,-997,40663.91667,8.0,1773.0,97117.0,2.126,안정
200901,6,11.45,8.1,-50,40654.0,15.0,1773.0,97117.0,1.98,안정
200902,6,10.08,8.1,-545,40788.83333,15.0,1848.0,122779.0,1.98,안정
200903,6,10.01,8.2,-675,40923.66667,15.0,1848.0,122779.0,1.98,안정
200904,6,9.22,8.2,-457,41058.5,15.0,1848.0,122779.0,1.98,안정
200905,6,8.6,8.2,-506,41193.33333,15.0,1848.0,122779.0,1.98,안정
200906,6,8.53,8.3,-503,41328.16667,15.0,1848.0,122779.0,1.98,안정
200907,6,9.13,8.3,-379,41463.0,15.0,1848.0,122779.0,1.98,안정
200908,6,9.25,8.3,654,41597.83333,15.0,1848.0,122779.0,1.98,안정
200909,6,10.37,8.3,-402,41732.66667,15.0,1848.0,122779.0,1.98,안정
200910,6,9.22,8.4,-601,41867.5,15.0,1848.0,122779.0,1.98,안정
200911,6,8.79,8.4,-568,42002.33333,15.0,1848.0,122779.0,1.98,안정
200912,6,8,8.4,-1726,42137.16667,15.0,1848.0,122779.0,1.98,안정
201001,6,10.41,8.4,-542,42272.0,15.0,1848.0,122779.0,1.862,안정
201002,6,10.34,8.4,85,42489.33333,15.0,1745.0,106074.0,1.862,안정
201003,6,9.62,8.5,93,42706.66667,15.0,1745.0,106074.0,1.862,안정
201004,6,9.83,8.5,-555,42924.0,15.0,1745.0,106074.0,1.862,안정
201005,6,8.7,8.5,-105,43141.33333,15.0,1745.0,106074.0,1.862,안정
201006,6,8.85,8.6,-522,43358.66667,15.0,1745.0,106074.0,1.862,안정
201007,6,8.95,8.6,1,43576.0,15.0,1745.0,106074.0,1.862,안정
201008,6,9.43,8.6,508,43793.33333,15.0,1745.0,106074.0,1.862,안정
201009,6,10.61,8.6,-10,44010.66667,15.0,1745.0,106074.0,1.862,안정
201010,6,10.12,8.7,189,44228.0,15.0,1745.0,106074.0,1.862,안정
201011,6,10.54,8.6,415,44445.33333,15.0,1745.0,106074.0,1.862,안정
201012,6,8.13,8.7,-602,44662.66667,15.0,1745.0,106074.0,1.862,안정
201101,6,11.49,8.7,183,44880.0,14.0,1745.0,106074.0,1.764,안정
201102,6,10.65,8.7,738,45045.25,14.0,1928.0,127003.0,1.764,안정
201103,6,10.93,8.7,104,45210.5,14.0,1928.0,127003.0,1.764,안정
201104,6,10.27,8.7,46,45375.75,14.0,1928.0,127003.0,1.764,안정
201105,6,10.03,8.8,502,45541.0,14.0,1928.0,127003.0,1.764,안정
201106,6,9.57,8.8,275,45706.25,14.0,1928.0,127003.0,1.764,안정
201107,6,9.37,8.8,-106,45871.5,14.0,1928.0,127003.0,1.764,안정
201108,6,9.69,8.9,206,46036.75,14.0,1928.0,127003.0,1.764,안정
201109,6,9.47,8.9,330,46202.0,14.0,1928.0,127003.0,1.764,안정
201110,6,10.02,8.9,624,46367.25,14.0,1928.0,127003.0,1.764,안정
201111,6,9.07,8.9,449,46532.5,14.0,1928.0,127003.0,1.764,안정
201112,6,8.15,9,-7,46697.75,14.0,1928.0,127003.0,1.764,안정
201201,6,11.09,9,1140,46863.0,13.0,1928.0,127003.0,1.666,안정
201202,6,10.52,9.1,686,46984.91667,13.0,1982.0,127893.0,1.666,안정
201203,6,10.6,9.1,191,47106.83333,13.0,1982.0,127893.0,1.666,안정
201204,6,10.59,9.1,291,47228.75,13.0,1982.0,127893.0,1.666,안정
