지역,연도,사업체수
경상남도,201212,113030.3333
경상남도,201301,113387
경상남도,201302,113867.25
경상남도,201303,114347.5
경상남도,201304,114827.75
경상남도,201305,115308
경상남도,201306,115788.25
경상남도,201307,116268.5
경상남도,201308,116748.75
경상남도,201309,117229
경상남도,201310,117709.25
경상남도,201311,118189.5
경상남도,201312,118669.75
경상남도,201401,119150
경상남도,201402,119208.1667
경상남도,201403,119266.3333
경상남도,201404,119324.5
경상남도,201405,119382.6667
경상남도,201406,119440.8333
경상남도,201407,119499
경상남도,201408,119557.1667
경상남도,201409,119615.3333
경상남도,201410,119673.5
경상남도,201411,119731.6667
경상남도,201412,119789.8333
경상남도,201501,119848
경상남도,201502,120160.5833
경상남도,201503,120473.1667
경상남도,201504,120785.75
경상남도,201505,121098.3333
경상남도,201506,121410.9167
경상남도,201507,121723.5
경상남도,201508,122036.0833
경상남도,201509,122348.6667
경상남도,201510,122661.25
경상남도,201511,122973.8333
경상남도,201512,123286.4167
경상남도,201601,123599
경상남도,201602,123760.75
경상남도,201603,123922.5
경상남도,201604,124084.25
경상남도,201605,124246
경상남도,201606,124407.75
경상남도,201607,124569.5
경상남도,201608,124731.25
경상남도,201609,124893
경상남도,201610,125054.75
경상남도,201611,125216.5
경상남도,201612,125378.25
경상남도,201701,125540
경상남도,201702,125500.6667
경상남도,201703,125461.3333
경상남도,201704,125422
경상남도,201705,125382.6667
경상남도,201706,125343.3333
경상남도,201707,125304
경상남도,201708,125264.6667
경상남도,201709,125225.3333
경상남도,201710,125186
경상남도,201711,125146.6667
경상남도,201712,125107.3333
경상남도,201801,125068
경상남도,201802,125811.3333
경상남도,201803,126554.6667
경상남도,201804,127298
경상남도,201805,128041.3333
경상남도,201806,128784.6667
경상남도,201807,129528
경상남도,201808,130271.3333
경상남도,201809,131014.6667
경상남도,201810,131758
경상남도,201811,132501.3333
경상남도,201812,133244.6667
경상남도,201901,133988
경상남도,201902,132317.75
경상남도,201903,130647.5
경상남도,201904,128977.25
경상남도,201905,127307
경상남도,201906,125636.75
경상남도,201907,123966.5
경상남도,201908,122296.25
경상남도,201909,120626
경상남도,201910,118955.75
경상남도,201911,117285.5
경상남도,201912,115615.25
경상남도,202001,113945
경상남도,202002,114492.1667
경상남도,202003,115039.3333
경상남도,202004,115586.5
경상남도,202005,116133.6667
경상남도,202006,116680.8333
경상남도,202007,117228
경상남도,202008,117775.1667
경상남도,202009,118322.3333
경상남도,202010,118869.5
경상남도,202011,119416.6667
경상남도,202012,119963.8333
경상남도,202101,120511
경상남도,202102,121086
경상남도,202103,121661
경상남도,202104,122236
경상남도,202105,122811
경상남도,202106,123386
경상남도,202107,123961
경상남도,202108,124536
경상남도,202109,125111
경상남도,202110,125686
경상남도,202111,126261
경상남도,202112,126836
경상남도,202201,127411
경상남도,202202,131425.8173
경상남도,202203,131614.5489
경상남도,202204,131803.2804
경상남도,202205,131992.0119
경상남도,202206,132180.7435
경상남도,202207,132369.475
경상남도,202208,132558.2065
경상남도,202209,132746.938
경상남도,202210,132935.6696
경상남도,202211,133124.4011
경상남도,202212,133313.1326
경상남도,202301,133501.8642
경상남도,202302,133690.5957
경상남도,202303,133879.3272
경상남도,202304,134068.0588
경상남도,202305,134256.7903
경상남도,202306,134445.5218
경상남도,202307,134634.2534
경상남도,202308,134822.9849
경상남도,202309,135011.7164
경상남도,202310,135200.4479
경상남도,202311,135389.1795
경상남도,202312,135577.911
경상남도,202401,135766.6425
경상남도,202402,135955.3741
제주특별자치도,200802,19259.66667
제주특별자치도,200803,19283.33333
제주특별자치도,200804,19307
제주특별자치도,200805,19330.66667
제주특별자치도,200806,19354.33333
제주특별자치도,200807,19378
제주특별자치도,200808,19401.66667
제주특별자치도,200809,19425.33333
제주특별자치도,200810,19449
제주특별자치도,200811,19472.66667
제주특별자치도,200812,19496.33333
제주특별자치도,200901,19520
제주특별자치도,200902,19586.08333
제주특별자치도,200903,19652.16667
제주특별자치도,200904,19718.25
제주특별자치도,200905,19784.33333
제주특별자치도,200906,19850.41667
제주특별자치도,200907,19916.5
제주특별자치도,200908,19982.58333
제주특별자치도,200909,20048.66667
제주특별자치도,200910,20114.75
제주특별자치도,200911,20180.83333
제주특별자치도,200912,20246.91667
제주특별자치도,201001,20313
제주특별자치도,201002,20375.25
제주특별자치도,201003,20437.5
제주특별자치도,201004,20499.75
제주특별자치도,201005,20562
제주특별자치도,201006,20624.25
제주특별자치도,201007,20686.5
제주특별자치도,201008,20748.75
제주특별자치도,201009,20811
제주특별자치도,201010,20873.25
제주특별자치도,201011,20935.5
제주특별자치도,201012,20997.75
제주특별자치도,201101,21060
제주특별자치도,201102,21164.41667
제주특별자치도,201103,21268.83333
제주특별자치도,201104,21373.25
제주특별자치도,201105,21477.66667
제주특별자치도,201106,21582.08333
제주특별자치도,201107,21686.5
제주특별자치도,201108,21790.91667
제주특별자치도,201109,21895.33333
제주특별자치도,201110,21999.75
제주특별자치도,201111,22104.16667
제주특별자치도,201112,22208.58333
제주특별자치도,201201,22313
제주특별자치도,201202,22433.08333
제주특별자치도,201203,22553.16667
제주특별자치도,201204,22673.25
제주특별자치도,201205,22793.33333
제주특별자치도,201206,22913.41667
제주특별자치도,201207,23033.5
제주특별자치도,201208,23153.58333
제주특별자치도,201209,23273.66667
제주특별자치도,201210,23393.75
제주특별자치도,201211,23513.83333
제주특별자치도,201212,23633.91667
제주특별자치도,201301,23754
제주특별자치도,201302,23844.16667
제주특별자치도,201303,23934.33333
제주특별자치도,201304,24024.5
제주특별자치도,201305,24114.66667
제주특별자치도,201306,24204.83333
제주특별자치도,201307,24295
제주특별자치도,201308,24385.16667
제주특별자치도,201309,24475.33333
제주특별자치도,201310,24565.5
제주특별자치도,201311,24655.66667
제주특별자치도,201312,24745.83333
제주특별자치도,201401,24836
제주특별자치도,201402,24952
제주특별자치도,201403,25068
제주특별자치도,201404,25184
제주특별자치도,201405,25300
제주특별자치도,201406,25416
제주특별자치도,201407,25532
제주특별자치도,201408,25648
제주특별자치도,201409,25764
제주특별자치도,201410,25880
제주특별자치도,201411,25996
제주특별자치도,201412,26112
제주특별자치도,201501,26228
제주특별자치도,201502,26313.16667
제주특별자치도,201503,26398.33333
제주특별자치도,201504,26483.5
제주특별자치도,201505,26568.66667
제주특별자치도,201506,26653.83333
제주특별자치도,201507,26739
제주특별자치도,201508,26824.16667
제주특별자치도,201509,26909.33333
제주특별자치도,201510,26994.5
제주특별자치도,201511,27079.66667
제주특별자치도,201512,27164.83333
제주특별자치도,201601,27250
제주특별자치도,201602,27334.58333
제주특별자치도,201603,27419.16667
제주특별자치도,201604,27503.75
제주특별자치도,201605,27588.33333
제주특별자치도,201606,27672.91667
제주특별자치도,201607,27757.5
제주특별자치도,201608,27842.08333
제주특별자치도,201609,27926.66667
제주특별자치도,201610,28011.25
제주특별자치도,201611,28095.83333
제주특별자치도,201612,28180.41667
제주특별자치도,201701,28265
제주특별자치도,201702,28316
제주특별자치도,201703,28367
제주특별자치도,201704,28418
제주특별자치도,201705,28469
제주특별자치도,201706,28520
제주특별자치도,201707,28571
제주특별자치도,201708,28622
제주특별자치도,201709,28673
제주특별자치도,201710,28724
제주특별자치도,201711,28775
제주특별자치도,201712,28826
제주특별자치도,201801,28877
제주특별자치도,201802,29116.58333
제주특별자치도,201803,29356.16667
제주특별자치도,201804,29595.75
제주특별자치도,201805,29835.33333
제주특별자치도,201806,30074.91667
제주특별자치도,201807,30314.5
제주특별자치도,201808,30554.08333
제주특별자치도,201809,30793.66667
제주특별자치도,201810,31033.25
제주특별자치도,201811,31272.83333
제주특별자치도,201812,31512.41667
제주특별자치도,201901,31752
제주특별자치도,201902,31304.41667
제주특별자치도,201903,30856.83333
제주특별자치도,201904,30409.25
제주특별자치도,201905,29961.66667
제주특별자치도,201906,29514.08333
제주특별자치도,201907,29066.5
제주특별자치도,201908,28618.91667
제주특별자치도,201909,28171.33333
제주특별자치도,201910,27723.75
제주특별자치도,201911,27276.16667
제주특별자치도,201912,26828.58333
제주특별자치도,202001,26381
제주특별자치도,202002,26549.75
제주특별자치도,202003,26718.5
제주특별자치도,202004,26887.25
제주특별자치도,202005,27056
제주특별자치도,202006,27224.75
제주특별자치도,202007,27393.5
제주특별자치도,202008,27562.25
제주특별자치도,202009,27731
제주특별자치도,202010,27899.75
제주특별자치도,202011,28068.5
제주특별자치도,202012,28237.25
제주특별자치도,202101,28406
제주특별자치도,202102,28577.5
제주특별자치도,202103,28749
제주특별자치도,202104,28920.5
제주특별자치도,202105,29092
제주특별자치도,202106,29263.5
제주특별자치도,202107,29435
제주특별자치도,202108,29606.5
제주특별자치도,202109,29778
제주특별자치도,202110,29949.5
제주특별자치도,202111,30121
제주특별자치도,202112,30292.5
제주특별자치도,202201,30464
제주특별자치도,202202,31301.90091
제주특별자치도,202203,31372.86776
제주특별자치도,202204,31443.83461
제주특별자치도,202205,31514.80145
제주특별자치도,202206,31585.7683
제주특별자치도,202207,31656.73515
제주특별자치도,202208,31727.70199
제주특별자치도,202209,31798.66884
제주특별자치도,202210,31869.63568
제주특별자치도,202211,31940.60253
제주특별자치도,202212,32011.56938
제주특별자치도,202301,32082.53622
제주특별자치도,202302,32153.50307
제주특별자치도,202303,32224.46992
제주특별자치도,202304,32295.43676
제주특별자치도,202305,32366.40361
제주특별자치도,202306,32437.37046
제주특별자치도,202307,32508.3373
제주특별자치도,202308,32579.30415
제주특별자치도,202309,32650.271
제주특별자치도,202310,32721.23784
제주특별자치도,202311,32792.20469
제주특별자치도,202312,32863.17154
제주특별자치도,202401,32934.13838
제주특별자치도,202402,33005.10523
