행정구역별(1),시점,고령인구비율<br>(A÷B×100) (%),65세이상인구<br>(A) (명),전체인구<br>(B) (명)
경상북도,2011.02,15.6,418747,2687178
경상북도,2011.03,15.6,419376,2687521
경상북도,2011.04,15.6,419589,2688469
경상북도,2011.05,15.6,419920,2689130
경상북도,2011.06,15.6,419965,2689904
경상북도,2011.07,15.6,420430,2691181
경상북도,2011.08,15.7,421369,2692036
경상북도,2011.09,15.7,422359,2693707
경상북도,2011.1,15.7,422905,2695145
경상북도,2011.11,15.7,423360,2696596
경상북도,2011.12,15.7,424386,2699195
경상북도,2012.01,15.8,425520,2697104
경상북도,2012.02,15.9,427241,2694794
경상북도,2012.03,15.9,428827,2694822
경상북도,2012.04,16,429951,2694944
경상북도,2012.05,16,431157,2694930
경상북도,2012.06,16,432003,2695113
경상북도,2012.07,16.1,432693,2695263
경상북도,2012.08,16.1,433639,2695008
경상북도,2012.09,16.1,434849,2695316
경상북도,2012.1,16.2,435677,2696180
경상북도,2012.11,16.2,436338,2697569
경상북도,2012.12,16.2,437519,2698353
경상북도,2013.01,16.3,439241,2698263
경상북도,2013.02,16.3,440704,2696802
경상북도,2013.03,16.4,442478,2696554
경상북도,2013.04,16.5,443616,2696341
경상북도,2013.05,16.5,444724,2696447
경상북도,2013.06,16.5,445620,2696833
경상북도,2013.07,16.6,446482,2696446
경상북도,2013.08,16.6,447706,2696492
경상북도,2013.09,16.7,449012,2696705
경상북도,2013.1,16.7,449895,2697450
경상북도,2013.11,16.7,450949,2698619
경상북도,2013.12,16.8,452417,2699440
경상북도,2014.01,16.8,454162,2698306
경상북도,2014.02,16.9,455839,2697306
경상북도,2014.03,17,457710,2697169
경상북도,2014.04,17,458905,2697438
경상북도,2014.05,17.1,460281,2697563
경상북도,2014.06,17.1,461089,2697248
경상북도,2014.07,17.1,462491,2697325
경상북도,2014.08,17.2,463754,2697927
경상북도,2014.09,17.2,464997,2703929
경상북도,2014.1,17.2,465581,2700328
경상북도,2014.11,17.3,466306,2699686
경상북도,2014.12,17.3,467352,2700794
경상북도,2015.01,17.4,468883,2699275
경상북도,2015.02,17.4,470367,2698469
경상북도,2015.03,17.5,471767,2697302
경상북도,2015.04,17.5,472709,2696837
경상북도,2015.05,17.6,474086,2696674
경상북도,2015.06,17.6,474872,2697791
경상북도,2015.07,17.6,475895,2698899
경상북도,2015.08,17.7,476693,2699955
경상북도,2015.09,17.7,477457,2700461
경상북도,2015.1,17.7,478163,2700878
경상북도,2015.11,17.7,478808,2702186
경상북도,2015.12,17.7,479634,2702826
경상북도,2016.01,17.8,480913,2701160
경상북도,2016.02,17.8,481957,2701055
경상북도,2016.03,17.9,483103,2701148
경상북도,2016.04,17.9,483809,2701238
경상북도,2016.05,17.9,484860,2701912
경상북도,2016.06,18,485503,2702385
경상북도,2016.07,18,486498,2702210
경상북도,2016.08,18.1,487618,2701293
경상북도,2016.09,18.1,488733,2701445
경상북도,2016.1,18.1,489992,2700957
경상북도,2016.11,18.2,491032,2700843
경상북도,2016.12,18.2,492417,2700398
경상북도,2017.01,18.3,494528,2698803
경상북도,2017.02,18.4,496620,2696329
경상북도,2017.03,18.5,499051,2694544
경상북도,2017.04,18.6,500617,2693810
경상북도,2017.05,18.7,502996,2692859
경상북도,2017.06,18.7,504057,2691727
경상북도,2017.07,18.8,505381,2690974
경상북도,2017.08,18.8,506924,2690671
경상북도,2017.09,18.9,508505,2691502
경상북도,2017.1,18.9,510036,2691794
경상북도,2017.11,19,511054,2691878
경상북도,2017.12,19,512681,2691706
경상북도,2018.01,19.1,514239,2688747
경상북도,2018.02,19.2,515810,2685633
경상북도,2018.03,19.3,518242,2683661
경상북도,2018.04,19.4,520006,2682897
경상북도,2018.05,19.4,521627,2682316
경상북도,2018.06,19.5,522536,2681090
경상북도,2018.07,19.5,523282,2679546
경상북도,2018.08,19.6,524365,2678272
경상북도,2018.09,19.6,525765,2677762
경상북도,2018.1,19.7,526769,2676904
경상북도,2018.11,19.7,527723,2677014
경상북도,2018.12,19.8,529349,2676831
경상북도,2019.01,19.9,530956,2674005
경상북도,2019.02,19.9,532773,2671587
경상북도,2019.03,20,535173,2671036
경상북도,2019.04,20.1,536512,2670375
경상북도,2019.05,20.2,538217,2669731
경상북도,2019.06,20.2,539959,2669850
경상북도,2019.07,20.3,541410,2668836
경상북도,2019.08,20.4,542948,2667657
경상북도,2019.09,20.4,544792,2666795
경상북도,2019.1,20.5,546419,2666072
경상북도,2019.11,20.5,547629,2665775
경상북도,2019.12,20.6,549415,2665836
경상북도,2020.01,20.7,551863,2662508
경상북도,2020.02,20.9,554409,2658956
경상북도,2020.03,21,558201,2653418
경상북도,2020.04,21.1,560148,2651054
경상북도,2020.05,21.2,562085,2648760
경상북도,2020.06,21.3,563362,2646493
경상북도,2020.07,21.4,564665,2644001
경상북도,2020.08,21.4,566300,2640932
경상북도,2020.09,21.5,568377,2640003
경상북도,2020.1,21.6,570352,2639763
경상북도,2020.11,21.7,571746,2639245
경상북도,2020.12,21.7,573715,2639422
경상북도,2021.01,21.9,576357,2637639
경상북도,2021.02,21.9,578506,2636747
경상북도,2021.03,22,581043,2635563
경상북도,2021.04,22.1,582987,2635896
경상북도,2021.05,22.2,583958,2633592
경상북도,2021.06,22.2,585088,2632401
경상북도,2021.07,22.3,586728,2631649
경상북도,2021.08,22.4,588642,2630254
경상북도,2021.09,22.5,590762,2628344
경상북도,2021.1,22.6,592966,2627925
경상북도,2021.11,22.6,594476,2627468
경상북도,2021.12,22.7,596312,2626609
경상북도,2022.01,22.8,599186,2624310
경상북도,2022.02,22.9,601680,2622026
경상북도,2022.03,23.1,604182,2619641
경상북도,2022.04,23.1,605182,2617552
경상북도,2022.05,23.2,606656,2616177
경상북도,2022.06,23.3,607915,2613963
경상북도,2022.07,23.3,609349,2612016
경상북도,2022.08,23.5,611899,2609356
경상북도,2022.09,23.5,612710,2605066
경상북도,2022.1,23.6,614873,2603389
경상북도,2022.11,23.7,616588,2602052
경상북도,2022.12,23.8,618275,2600492
경상북도,2023.01,23.9,620425,2597527
경상북도,2023.02,24,622508,2594399
경상북도,2023.03,24.1,625153,2593210
경상북도,2023.04,24.2,627053,2592205
경상북도,2023.05,24.3,628565,2590726
경상북도,2023.06,24.3,629461,2588860
경상북도,2023.07,24.2,620604,2564065
경상북도,2023.08,24.3,622667,2561623
경상북도,2023.09,24.4,624685,2559924
경상북도,2023.1,24.5,626657,2558085
경상북도,2023.11,24.6,628357,2556262
경상북도,2023.12,24.7,630486,2554324
경상북도,2024.01,24.8,632706,2551370
경상북도,2024.02,24.9,634889,2548440
경상북도,2024.03,25,637885,2546960
경상북도,2024.04,25.2,640366,2546120
경상남도,2008.01,11.1,356138,3196607
경상남도,2008.02,11.2,357836,3197477
경상남도,2008.03,11.2,359195,3197906
경상남도,2008.04,11.3,360169,3200268
경상남도,2008.05,11.3,360914,3203053
경상남도,2008.06,11.3,361462,3205606
경상남도,2008.07,11.3,362122,3209146
경상남도,2008.08,11.3,363046,3211831
경상남도,2008.09,11.3,363926,3214815
경상남도,2008.1,11.3,364876,3218292
경상남도,2008.11,11.4,365639,3221162
경상남도,2008.12,11.4,366471,3225255
경상남도,2009.01,11.4,367359,3224676
경상남도,2009.02,11.4,368269,3225016
경상남도,2009.03,11.4,369397,3227394
경상남도,2009.04,11.5,370675,3227973
경상남도,2009.05,11.5,371494,3230363
경상남도,2009.06,11.5,371997,3233094
경상남도,2009.07,11.5,373007,3236249
경상남도,2009.08,11.6,374182,3238842
경상남도,2009.09,11.6,375254,3241222
경상남도,2009.1,11.6,376384,3244170
경상남도,2009.11,11.6,377234,3247080
경상남도,2009.12,11.6,377987,3250176
경상남도,2010.01,11.7,379222,3252083
경상남도,2010.02,11.7,380355,3252551
경상남도,2010.03,11.7,381541,3254554
경상남도,2010.04,11.7,382645,3257189
경상남도,2010.05,11.8,383866,3259981
경상남도,2010.06,11.8,384487,3261260
경상남도,2010.07,11.8,385347,3262264
경상남도,2010.08,11.8,385644,3263475
경상남도,2010.09,11.8,386007,3265690
경상남도,2010.1,11.8,388865,3287424
경상남도,2010.11,11.8,388637,3289029
경상남도,2010.12,11.8,388648,3290536
경상남도,2011.01,11.8,388894,3291435
경상남도,2011.02,11.8,389466,3291281
경상남도,2011.03,11.9,390568,3293002
경상남도,2011.04,11.9,391034,3295686
경상남도,2011.05,11.9,391734,3296893
경상남도,2011.06,11.9,392217,3297769
경상남도,2011.07,11.9,393085,3298607
경상남도,2011.08,11.9,394456,3300895
경상남도,2011.09,12,396192,3303549
경상남도,2011.1,12,397276,3305621
경상남도,2011.11,12,398109,3307201
경상남도,2011.12,12.1,399530,3308765
경상남도,2012.01,12.1,400755,3309559
경상남도,2012.02,12.2,402626,3307822
경상남도,2012.03,12.2,404147,3308081
경상남도,2012.04,12.2,405339,3309325
경상남도,2012.05,12.3,406590,3311574
경상남도,2012.06,12.3,407418,3313207
경상남도,2012.07,12.3,408437,3313689
경상남도,2012.08,12.4,409606,3314183
경상남도,2012.09,12.4,411102,3315343
경상남도,2012.1,12.4,412578,3317523
경상남도,2012.11,12.5,413346,3318202
경상남도,2012.12,12.5,414831,3319314
경상남도,2013.01,12.5,416434,3318979
경상남도,2013.02,12.6,417931,3318548
경상남도,2013.03,12.6,419508,3318175
경상남도,2013.04,12.7,420881,3318877
경상남도,2013.05,12.7,422265,3320074
경상남도,2013.06,12.7,423248,3322702
경상남도,2013.07,12.8,424840,3324324
경상남도,2013.08,12.8,426383,3325351
경상남도,2013.09,12.9,427713,3326527
경상남도,2013.1,12.9,429071,3328969
경상남도,2013.11,12.9,430110,3330810
경상남도,2013.12,12.9,431645,3333820
경상남도,2014.01,13,433369,3334948
경상남도,2014.02,13.1,435263,3334412
경상남도,2014.03,13.1,437043,3335088
경상남도,2014.04,13.1,438560,3336980
경상남도,2014.05,13.2,439902,3339869
경상남도,2014.06,13.2,440693,3341111
경상남도,2014.07,13.2,442300,3342286
경상남도,2014.08,13.3,443831,3343307
경상남도,2014.09,13.3,445119,3343878
경상남도,2014.1,13.3,446346,3344403
경상남도,2014.11,13.4,447541,3347317
경상남도,2014.12,13.4,449017,3350257
경상남도,2015.01,13.4,450704,3351038
경상남도,2015.02,13.5,452196,3351137
경상남도,2015.03,13.5,453801,3352780
경상남도,2015.04,13.6,455350,3354602
경상남도,2015.05,13.6,457029,3356168
경상남도,2015.06,13.6,457957,3356540
경상남도,2015.07,13.7,459034,3356488
경상남도,2015.08,13.7,459791,3357120
경상남도,2015.09,13.7,460777,3359523
경상남도,2015.1,13.7,461767,3361489
경상남도,2015.11,13.8,462730,3362754
경상남도,2015.12,13.8,464019,3364702
경상남도,2016.01,13.8,465551,3364764
경상남도,2016.02,13.9,467045,3364695
경상남도,2016.03,13.9,468710,3365021
경상남도,2016.04,14,470074,3366658
경상남도,2016.05,14,471312,3367730
경상남도,2016.06,14,472150,3368792
경상남도,2016.07,14,473122,3369271
경상남도,2016.08,14.1,474252,3369074
경상남도,2016.09,14.1,475748,3369695
경상남도,2016.1,14.2,477142,3370815
경상남도,2016.11,14.2,478397,3371731
경상남도,2016.12,14.2,480278,3373871
경상남도,2017.01,14.3,482483,3374065
경상남도,2017.02,14.4,484724,3372266
경상남도,2017.03,14.5,487328,3371696
경상남도,2017.04,14.5,489184,3371703
경상남도,2017.05,14.6,491979,3372586
경상남도,2017.06,14.6,493365,3373334
경상남도,2017.07,14.7,494906,3374601
경상남도,2017.08,14.7,496723,3374467
경상남도,2017.09,14.8,498840,3375329
경상남도,2017.1,14.8,500889,3377635
경상남도,2017.11,14.9,502449,3379020
경상남도,2017.12,14.9,504460,3380404
경상남도,2018.01,15,505988,3379981
경상남도,2018.02,15,507703,3378430
경상남도,2018.03,15.1,509905,3377516
경상남도,2018.04,15.1,511627,3377126
경상남도,2018.05,15.2,513331,3377626
경상남도,2018.06,15.2,514477,3377483
경상남도,2018.07,15.3,515660,3377248
경상남도,2018.08,15.3,517146,3376730
경상남도,2018.09,15.4,518790,3376031
경상남도,2018.1,15.4,520215,3375357
경상남도,2018.11,15.4,521332,3375047
경상남도,2018.12,15.5,523165,3373988
경상남도,2019.01,15.6,524963,3373214
경상남도,2019.02,15.6,526990,3371016
경상남도,2019.03,15.7,529701,3369949
경상남도,2019.04,15.8,531474,3368933
경상남도,2019.05,15.8,533320,3367857
경상남도,2019.06,15.9,535056,3366989
경상남도,2019.07,16,537132,3366286
경상남도,2019.08,16,539354,3365282
경상남도,2019.09,16.1,541672,3364039
경상남도,2019.1,16.2,543716,3363883
경상남도,2019.11,16.2,545886,3363274
경상남도,2019.12,16.3,548257,3362553
경상남도,2020.01,16.4,551246,3361344
경상남도,2020.02,16.5,554604,3358828
경상남도,2020.03,16.7,559251,3355341
경상남도,2020.04,16.8,561847,3353380
경상남도,2020.05,16.8,564392,3351347
경상남도,2020.06,16.9,566268,3349454
경상남도,2020.07,17,568220,3347637
경상남도,2020.08,17.1,570572,3345169
경상남도,2020.09,17.1,573091,3343770
경상남도,2020.1,17.2,575510,3342831
경상남도,2020.11,17.3,577638,3341063
경상남도,2020.12,17.4,580258,3340216
경상남도,2021.01,17.5,583326,3338396
경상남도,2021.02,17.6,586044,3336045
경상남도,2021.03,17.7,588057,3330463
경상남도,2021.04,17.7,590560,3329623
경상남도,2021.05,17.8,592434,3327298
경상남도,2021.06,17.9,594154,3325840
경상남도,2021.07,17.9,596333,3324735
경상남도,2021.08,18,598671,3322373
경상남도,2021.09,18.1,601076,3319271
경상남도,2021.1,18.2,603897,3318161
경상남도,2021.11,18.3,605933,3316365
경상남도,2021.12,18.4,608379,3314183
경상남도,2022.01,18.5,611795,3311438
경상남도,2022.02,18.6,615022,3307005
경상남도,2022.03,18.7,617827,3303274
경상남도,2022.04,18.8,619531,3300692
경상남도,2022.05,18.9,621745,3298016
경상남도,2022.06,18.9,623368,3295615
경상남도,2022.07,19,625689,3293709
경상남도,2022.08,19.1,629143,3290991
경상남도,2022.09,19.2,630935,3286470
경상남도,2022.1,19.3,633627,3284495
경상남도,2022.11,19.4,636124,3282849
경상남도,2022.12,19.5,638801,3280493
경상남도,2023.01,19.6,641560,3277672
경상남도,2023.02,19.7,643954,3272381
경상남도,2023.03,19.8,647326,3269228
경상남도,2023.04,19.9,649895,3267369
경상남도,2023.05,20,652298,3265018
경상남도,2023.06,20,653857,3263251
경상남도,2023.07,20.1,655818,3261361
경상남도,2023.08,20.2,658537,3258309
경상남도,2023.09,20.3,661279,3257009
경상남도,2023.1,20.4,663971,3255239
경상남도,2023.11,20.5,666722,3253619
경상남도,2023.12,20.6,669646,3251158
경상남도,2024.01,20.7,672525,3248703
경상남도,2024.02,20.8,675327,3244232
경상남도,2024.03,20.9,679018,3241374
경상남도,2024.04,21.1,681880,3239224
제주특별자치도,2008.01,11.1,61976,558818
제주특별자치도,2008.02,11.1,62277,559019
제주특별자치도,2008.03,11.2,62475,559151
제주특별자치도,2008.04,11.2,62681,559407
제주특별자치도,2008.05,11.2,62838,559540
제주특별자치도,2008.06,11.3,62986,559722
제주특별자치도,2008.07,11.3,63187,560266
제주특별자치도,2008.08,11.3,63433,560372
제주특별자치도,2008.09,11.4,63657,560472
제주특별자치도,2008.1,11.4,63847,560489
제주특별자치도,2008.11,11.4,64037,560617
제주특별자치도,2008.12,11.5,64191,560618
제주특별자치도,2009.01,11.5,64429,560649
제주특별자치도,2009.02,11.5,64606,560545
제주특별자치도,2009.03,11.6,64853,560921
제주특별자치도,2009.04,11.6,65174,560833
제주특별자치도,2009.05,11.6,65367,561266
제주특별자치도,2009.06,11.7,65546,561710
제주특별자치도,2009.07,11.7,65754,562159
제주특별자치도,2009.08,11.7,66028,562435
제주특별자치도,2009.09,11.8,66184,562418
제주특별자치도,2009.1,11.8,66399,562530
제주특별자치도,2009.11,11.8,66566,562771
제주특별자치도,2009.12,11.9,66706,562663
제주특별자치도,2010.01,11.9,66979,562770
제주특별자치도,2010.02,11.9,67174,563079
제주특별자치도,2010.03,12,67330,563275
제주특별자치도,2010.04,12,67532,563808
제주특별자치도,2010.05,12,67820,564348
제주특별자치도,2010.06,12,67970,564652
제주특별자치도,2010.07,12.1,68142,565053
제주특별자치도,2010.08,12.1,68353,565389
제주특별자치도,2010.09,12.1,68516,565699
제주특별자치도,2010.1,12.2,69377,570718
제주특별자치도,2010.11,12.2,69481,571118
제주특별자치도,2010.12,12.2,69641,571255
제주특별자치도,2011.01,12.2,69891,571468
제주특별자치도,2011.02,12.3,70125,571913
제주특별자치도,2011.03,12.3,70299,572447
제주특별자치도,2011.04,12.3,70493,572918
제주특별자치도,2011.05,12.3,70751,573459
제주특별자치도,2011.06,12.4,71011,573757
제주특별자치도,2011.07,12.4,71255,574175
제주특별자치도,2011.08,12.4,71500,574724
제주특별자치도,2011.09,12.5,71788,575129
제주특별자치도,2011.1,12.5,72089,575562
제주특별자치도,2011.11,12.6,72338,575951
제주특별자치도,2011.12,12.6,72580,576156
제주특별자치도,2012.01,12.6,72878,576507
제주특별자치도,2012.02,12.7,73310,577094
제주특별자치도,2012.03,12.7,73553,577812
제주특별자치도,2012.04,12.8,73763,578437
제주특별자치도,2012.05,12.8,74037,579260
제주특별자치도,2012.06,12.8,74262,579859
제주특별자치도,2012.07,12.8,74564,580794
제주특별자치도,2012.08,12.9,74902,581340
제주특별자치도,2012.09,12.9,75173,582022
제주특별자치도,2012.1,12.9,75396,582693
제주특별자치도,2012.11,13,75651,583293
제주특별자치도,2012.12,13,75925,583713
제주특별자치도,2013.01,13,76212,584045
제주특별자치도,2013.02,13.1,76560,585231
제주특별자치도,2013.03,13.1,76790,586149
제주특별자치도,2013.04,13.1,77017,587153
제주특별자치도,2013.05,13.1,77265,588001
제주특별자치도,2013.06,13.2,77547,588618
제주특별자치도,2013.07,13.2,77841,589622
제주특별자치도,2013.08,13.2,78110,590450
제주특별자치도,2013.09,13.3,78454,591341
제주특별자치도,2013.1,13.3,78791,592199
제주특별자치도,2013.11,13.3,79030,593004
제주특별자치도,2013.12,13.4,79305,593806
제주특별자치도,2014.01,13.4,79618,594623
제주특별자치도,2014.02,13.4,79888,595913
제주특별자치도,2014.03,13.4,80083,596941
제주특별자치도,2014.04,13.4,80248,598015
제주특별자치도,2014.05,13.4,80509,599122
제주특별자치도,2014.06,13.5,80780,600284
제주특별자치도,2014.07,13.5,81143,601467
제주특별자치도,2014.08,13.5,81399,602521
제주특별자치도,2014.09,13.5,81648,603567
제주특별자치도,2014.1,13.5,81927,604771
제주특별자치도,2014.11,13.6,82158,606072
제주특별자치도,2014.12,13.6,82411,607346
제주특별자치도,2015.01,13.6,82671,608325
제주특별자치도,2015.02,13.6,82890,609612
제주특별자치도,2015.03,13.6,83148,611044
제주특별자치도,2015.04,13.6,83315,612505
제주특별자치도,2015.05,13.6,83628,613858
제주특별자치도,2015.06,13.6,83936,615250
제주특별자치도,2015.07,13.7,84268,617038
제주특별자치도,2015.08,13.7,84589,618447
제주특별자치도,2015.09,13.7,84942,620009
제주특별자치도,2015.1,13.7,85278,621661
제주특별자치도,2015.11,13.7,85600,622952
제주특별자치도,2015.12,13.8,85893,624395
제주특별자치도,2016.01,13.8,86257,625451
제주특별자치도,2016.02,13.8,86524,627442
제주특별자치도,2016.03,13.8,86771,629220
제주특별자치도,2016.04,13.8,86975,631061
제주특별자치도,2016.05,13.8,87298,632802
제주특별자치도,2016.06,13.8,87574,634274
제주특별자치도,2016.07,13.8,87864,635800
제주특별자치도,2016.08,13.8,88075,637172
제주특별자치도,2016.09,13.8,88326,638199
제주특별자치도,2016.1,13.9,88644,639306
제주특별자치도,2016.11,13.9,88937,640488
제주특별자치도,2016.12,13.9,89189,641597
제주특별자치도,2017.01,13.9,89568,642388
제주특별자치도,2017.02,14,89897,643736
제주특별자치도,2017.03,14,90186,644924
제주특별자치도,2017.04,14,90419,646140
제주특별자치도,2017.05,14,90839,647547
제주특별자치도,2017.06,14,91109,648497
제주특별자치도,2017.07,14.1,91468,650190
제주특별자치도,2017.08,14.1,91856,651888
제주특별자치도,2017.09,14.1,92182,653270
제주특별자치도,2017.1,14.1,92540,654750
제주특별자치도,2017.11,14.1,92815,656013
제주특별자치도,2017.12,14.2,93117,657083
제주특별자치도,2018.01,14.2,93316,658167
제주특별자치도,2018.02,14.2,93497,659189
제주특별자치도,2018.03,14.2,93855,660441
제주특별자치도,2018.04,14.2,94072,661511
제주특별자치도,2018.05,14.2,94398,662633
제주특별자치도,2018.06,14.3,94661,663526
제주특별자치도,2018.07,14.3,94925,664579
제주특별자치도,2018.08,14.3,95246,665517
제주특별자치도,2018.09,14.3,95566,666151
제주특별자치도,2018.1,14.4,95734,666686
제주특별자치도,2018.11,14.4,95961,667064
제주특별자치도,2018.12,14.4,96207,667191
제주특별자치도,2019.01,14.5,96489,667337
제주특별자치도,2019.02,14.5,96710,667522
제주특별자치도,2019.03,14.5,96970,668120
제주특별자치도,2019.04,14.5,97194,668648
제주특별자치도,2019.05,14.6,97615,669328
제주특별자치도,2019.06,14.6,98067,669771
제주특별자치도,2019.07,14.7,98463,670209
제주특별자치도,2019.08,14.7,98880,670521
제주특별자치도,2019.09,14.8,99289,670610
제주특별자치도,2019.1,14.9,99721,670738
제주특별자치도,2019.11,14.9,100016,670895
제주특별자치도,2019.12,15,100397,670989
제주특별자치도,2020.01,15,100904,670749
제주특별자치도,2020.02,15.1,101333,670876
제주특별자치도,2020.03,15.2,102153,670508
제주특별자치도,2020.04,15.3,102539,670595
제주특별자치도,2020.05,15.4,103007,670793
제주특별자치도,2020.06,15.4,103485,671316
제주특별자치도,2020.07,15.5,103911,671913
제주특별자치도,2020.08,15.5,104389,672524
제주특별자치도,2020.09,15.6,104872,672948
제주특별자치도,2020.1,15.6,105353,673606
제주특별자치도,2020.11,15.7,105786,674001
제주특별자치도,2020.12,15.7,106154,674635
제주특별자치도,2021.01,15.8,106638,674615
제주특별자치도,2021.02,15.9,107037,675137
제주특별자치도,2021.03,15.9,106901,673974
제주특별자치도,2021.04,15.9,107262,674484
제주특별자치도,2021.05,16,107702,674877
제주특별자치도,2021.06,16,108118,675293
제주특별자치도,2021.07,16.1,108544,675876
제주특별자치도,2021.08,16.1,109038,675883
제주특별자치도,2021.09,16.2,109438,676079
제주특별자치도,2021.1,16.2,109933,676569
제주특별자치도,2021.11,16.3,110285,676768
제주특별자치도,2021.12,16.3,110645,676759
제주특별자치도,2022.01,16.4,111250,676691
제주특별자치도,2022.02,16.5,111639,677143
제주특별자치도,2022.03,16.5,111985,677218
제주특별자치도,2022.04,16.6,112187,677413
제주특별자치도,2022.05,16.6,112573,677766
제주특별자치도,2022.06,16.7,112991,678012
제주특별자치도,2022.07,16.7,113407,678491
제주특별자치도,2022.08,16.8,114243,679016
제주특별자치도,2022.09,16.9,114557,678426
제주특별자치도,2022.1,17,115020,678324
제주특별자치도,2022.11,17,115414,678373
제주특별자치도,2022.12,17.1,115768,678159
제주특별자치도,2023.01,17.1,116147,677493
제주특별자치도,2023.02,17.2,116547,677090
제주특별자치도,2023.03,17.3,117025,677031
제주특별자치도,2023.04,17.3,117435,677115
제주특별자치도,2023.05,17.4,117854,677057
제주특별자치도,2023.06,17.5,118123,676832
제주특별자치도,2023.07,17.5,118586,676810
제주특별자치도,2023.08,17.6,119152,676489
제주특별자치도,2023.09,17.7,119738,676317
제주특별자치도,2023.1,17.8,120264,676119
제주특별자치도,2023.11,17.9,120749,675845
제주특별자치도,2023.12,17.9,121156,675252
제주특별자치도,2024.01,18,121553,674353
제주특별자치도,2024.02,18.1,121950,673665
제주특별자치도,2024.03,18.2,122434,673103
제주특별자치도,2024.04,18.3,122868,672775
