행정구역별(1),시점,고령인구비율<br>(A÷B×100) (%),65세이상인구<br>(A) (명),전체인구<br>(B) (명)
충청북도,2020.08,17.7,283550,1598162
충청북도,2020.09,17.8,284676,1598536
충청북도,2020.1,17.9,285809,1599102
충청북도,2020.11,17.9,286780,1599680
충청북도,2020.12,18,288148,1600837
충청북도,2021.01,18.1,289635,1599658
충청북도,2021.02,18.2,290890,1599122
충청북도,2021.03,18.3,291558,1595714
충청북도,2021.04,18.3,292705,1596303
충청북도,2021.05,18.4,293835,1596955
충청북도,2021.06,18.4,294530,1597503
충청북도,2021.07,18.5,295567,1597501
충청북도,2021.08,18.6,296742,1597179
충청북도,2021.09,18.7,297973,1596765
충청북도,2021.1,18.7,299224,1596948
충청북도,2021.11,18.8,300271,1597019
충청북도,2021.12,18.9,301516,1597427
충청북도,2022.01,19,303393,1597097
충청북도,2022.02,19.1,305064,1597022
충청북도,2022.03,19.2,306655,1597484
충청북도,2022.04,19.2,307423,1597284
충청북도,2022.05,19.3,308468,1597033
충청북도,2022.06,19.4,309395,1597118
충청북도,2022.07,19.4,310417,1597163
충청북도,2022.08,19.6,312211,1596886
충청북도,2022.09,19.6,313028,1595624
충청북도,2022.1,19.7,314485,1595578
충청북도,2022.11,19.8,315620,1595284
충청북도,2022.12,19.9,316939,1595058
충청북도,2023.01,20,318500,1594459
충청북도,2023.02,20.1,319973,1593434
충청북도,2023.03,20.2,321623,1594056
충청북도,2023.04,20.3,322870,1594109
충청북도,2023.05,20.3,323901,1594007
충청북도,2023.06,20.4,324656,1593931
충청북도,2023.07,20.4,325669,1594240
충청북도,2023.08,20.5,327032,1594337
충청북도,2023.09,20.6,328456,1594326
충청북도,2023.1,20.7,329768,1594211
충청북도,2023.11,20.8,330884,1594038
충청북도,2023.12,20.8,332237,1593469
충청북도,2024.01,21,333737,1592155
충청북도,2024.02,21.1,335290,1590947
충청북도,2024.03,21.2,337101,1591044
충청북도,2024.04,21.3,338396,1590854
충청남도,2008.01,14.3,286675,1997954
충청남도,2008.02,14.4,288123,2000342
충청남도,2008.03,14.4,289115,2002524
충청남도,2008.04,14.5,289671,2003398
충청남도,2008.05,14.5,290269,2005692
충청남도,2008.06,14.5,290616,2007950
충청남도,2008.07,14.5,290905,2009511
충청남도,2008.08,14.5,291687,2010963
충청남도,2008.09,14.5,292291,2012612
충청남도,2008.1,14.5,292836,2014066
충청남도,2008.11,14.6,293257,2015419
충청남도,2008.12,14.5,293688,2018537
충청남도,2009.01,14.6,294544,2019111
충청남도,2009.02,14.6,295422,2019521
충청남도,2009.03,14.7,296442,2020452
충청남도,2009.04,14.7,297584,2020985
충청남도,2009.05,14.7,298294,2022479
충청남도,2009.06,14.7,298342,2024318
충청남도,2009.07,14.7,298694,2025896
충청남도,2009.08,14.8,299426,2027075
충청남도,2009.09,14.8,300121,2029233
충청남도,2009.1,14.8,300612,2032118
충청남도,2009.11,14.8,300949,2035112
충청남도,2009.12,14.8,301248,2037582
충청남도,2010.01,14.8,301974,2039247
충청남도,2010.02,14.8,302585,2040595
충청남도,2010.03,14.8,303380,2044291
충청남도,2010.04,14.9,304098,2047375
충청남도,2010.05,14.9,304904,2049494
충청남도,2010.06,14.9,305345,2051236
충청남도,2010.07,14.9,305824,2052955
충청남도,2010.08,14.9,306258,2054234
충청남도,2010.09,14.9,306454,2056078
충청남도,2010.1,14.9,308879,2071329
충청남도,2010.11,14.9,308782,2073679
충청남도,2010.12,14.9,308556,2075514
충청남도,2011.01,14.9,308768,2076239
충청남도,2011.02,14.9,309206,2077703
충청남도,2011.03,14.9,310063,2081390
충청남도,2011.04,14.9,310289,2083893
충청남도,2011.05,14.9,310753,2086490
충청남도,2011.06,14.9,311111,2088281
충청남도,2011.07,14.9,311824,2090270
충청남도,2011.08,14.9,312670,2092262
충청남도,2011.09,15,313291,2094358
충청남도,2011.1,15,313991,2096445
충청남도,2011.11,15,314397,2098469
충청남도,2011.12,15,315079,2101284
충청남도,2012.01,15,316194,2103129
충청남도,2012.02,15.1,317807,2106223
충청남도,2012.03,15.1,318896,2108537
충청남도,2012.04,15.1,319610,2110896
충청남도,2012.05,15.2,320519,2112849
충청남도,2012.06,15.2,321197,2114599
충청남도,2012.07,15.2,306360,2021776
충청남도,2012.08,15.2,307144,2022434
충청남도,2012.09,15.2,308067,2023534
충청남도,2012.1,15.2,308732,2025274
충청남도,2012.11,15.3,309131,2026849
충청남도,2012.12,15.3,309840,2028777
충청남도,2013.01,15.3,310960,2029769
충청남도,2013.02,15.4,312012,2031839
충청남도,2013.03,15.4,313047,2033019
충청남도,2013.04,15.4,313883,2034946
충청남도,2013.05,15.5,314696,2036661
충청남도,2013.06,15.5,315373,2038322
충청남도,2013.07,15.5,316189,2039668
충청남도,2013.08,15.5,317117,2041263
충청남도,2013.09,15.6,317922,2043056
충청남도,2013.1,15.6,318682,2045203
충청남도,2013.11,15.6,319280,2046550
충청남도,2013.12,15.6,320195,2047631
충청남도,2014.01,15.7,321251,2048438
충청남도,2014.02,15.7,322359,2049750
충청남도,2014.03,15.8,323472,2051940
충청남도,2014.04,15.8,324228,2053837
충청남도,2014.05,15.8,325273,2056156
충청남도,2014.06,15.8,325887,2057178
충청남도,2014.07,15.9,326950,2058114
충청남도,2014.08,15.9,328043,2058652
충청남도,2014.09,16,328817,2059085
충청남도,2014.1,16,329539,2059871
충청남도,2014.11,16,330121,2060971
충청남도,2014.12,16,330807,2062273
충청남도,2015.01,16.1,331915,2063050
충청남도,2015.02,16.1,333004,2062924
충청남도,2015.03,16.2,334218,2064229
충청남도,2015.04,16.2,335089,2065609
충청남도,2015.05,16.3,336287,2067096
충청남도,2015.06,16.3,336863,2068444
충청남도,2015.07,16.3,337814,2069109
충청남도,2015.08,16.3,338615,2071333
충청남도,2015.09,16.4,339413,2072314
충청남도,2015.1,16.4,340028,2073340
충청남도,2015.11,16.4,340645,2074956
충청남도,2015.12,16.4,341214,2077649
충청남도,2016.01,16.5,342168,2078572
충청남도,2016.02,16.5,342768,2080030
충청남도,2016.03,16.5,343363,2081092
충청남도,2016.04,16.5,343912,2082319
충청남도,2016.05,16.5,344735,2084034
충청남도,2016.06,16.6,345296,2085844
충청남도,2016.07,16.6,346052,2086737
충청남도,2016.08,16.6,346761,2088268
충청남도,2016.09,16.6,347448,2089831
충청남도,2016.1,16.7,348364,2091626
충청남도,2016.11,16.7,349094,2093838
충청남도,2016.12,16.7,350108,2096727
충청남도,2017.01,16.8,351366,2097406
충청남도,2017.02,16.8,352776,2099924
충청남도,2017.03,16.9,354441,2102327
충청남도,2017.04,16.9,355694,2104463
충청남도,2017.05,17,357182,2105959
충청남도,2017.06,17,357833,2107562
충청남도,2017.07,17,358784,2109230
충청남도,2017.08,17,359837,2111419
충청남도,2017.09,17.1,360863,2113033
충청남도,2017.1,17.1,361802,2114284
충청남도,2017.11,17.1,362265,2115586
충청남도,2017.12,17.1,362946,2116770
충청남도,2018.01,17.2,363640,2117685
충청남도,2018.02,17.2,364408,2118099
충청남도,2018.03,17.2,365561,2119468
충청남도,2018.04,17.3,366483,2120666
충청남도,2018.05,17.3,367642,2121618
충청남도,2018.06,17.4,368235,2122220
충청남도,2018.07,17.4,368854,2122531
충청남도,2018.08,17.4,369722,2123368
충청남도,2018.09,17.5,370607,2123776
충청남도,2018.1,17.5,371260,2124524
충청남도,2018.11,17.5,371818,2125409
충청남도,2018.12,17.5,372515,2126282
충청남도,2019.01,17.6,373504,2125797
충청남도,2019.02,17.6,374498,2125372
충청남도,2019.03,17.7,376032,2125778
충청남도,2019.04,17.7,377081,2125912
충청남도,2019.05,17.8,378443,2125732
충청남도,2019.06,17.9,379650,2125855
충청남도,2019.07,17.9,380871,2125349
충청남도,2019.08,18,382184,2125160
충청남도,2019.09,18,383326,2124855
충청남도,2019.1,18.1,384533,2124619
충청남도,2019.11,18.1,385558,2124302
충청남도,2019.12,18.2,386674,2123709
충청남도,2020.01,18.3,388385,2122455
충청남도,2020.02,18.4,390322,2120995
충청남도,2020.03,18.5,392998,2119749
충청남도,2020.04,18.6,394476,2118457
충청남도,2020.05,18.7,396189,2118510
충청남도,2020.06,18.7,397312,2119771
충청남도,2020.07,18.8,398578,2120692
충청남도,2020.08,18.9,400038,2120519
충청남도,2020.09,18.9,401478,2120559
충청남도,2020.1,19,402781,2120347
충청남도,2020.11,19,403815,2120607
충청남도,2020.12,19.1,405188,2121029
충청남도,2021.01,19.2,406914,2119837
충청남도,2021.02,19.3,408747,2119542
충청남도,2021.03,19.3,409104,2115823
충청남도,2021.04,19.4,410362,2116452
충청남도,2021.05,19.4,411723,2117260
충청남도,2021.06,19.5,412504,2117400
충청남도,2021.07,19.5,413548,2118205
충청남도,2021.08,19.6,414882,2118183
충청남도,2021.09,19.7,416261,2118098
충청남도,2021.1,19.7,417755,2118977
충청남도,2021.11,19.8,418745,2119529
충청남도,2021.12,19.8,419979,2119257
충청남도,2022.01,19.9,421813,2118638
충청남도,2022.02,20,423693,2118912
충청남도,2022.03,20.1,425400,2119099
충청남도,2022.04,20.1,426295,2119296
충청남도,2022.05,20.2,427480,2119661
충청남도,2022.06,20.2,428627,2120201
충청남도,2022.07,20.3,429894,2121011
충청남도,2022.08,20.4,431843,2121082
충청남도,2022.09,20.4,432867,2120269
충청남도,2022.1,20.5,434383,2121333
충청남도,2022.11,20.5,435568,2122357
충청남도,2022.12,20.6,436895,2123037
충청남도,2023.01,20.6,438348,2122913
충청남도,2023.02,20.7,439853,2123625
충청남도,2023.03,20.8,441876,2124650
충청남도,2023.04,20.9,443470,2125333
충청남도,2023.05,20.9,444773,2125833
충청남도,2023.06,21,445554,2126374
충청남도,2023.07,21,446673,2126640
충청남도,2023.08,21.1,448333,2127077
충청남도,2023.09,21.1,449941,2127630
충청남도,2023.1,21.2,451428,2128563
충청남도,2023.11,21.3,452836,2129591
충청남도,2023.12,21.3,454534,2130119
충청남도,2024.01,21.4,456141,2130509
충청남도,2024.02,21.5,457835,2131309
충청남도,2024.03,21.6,460219,2132745
충청남도,2024.04,21.7,462050,2133828
전라북도,2008.01,14.4,267574,1858895
전라북도,2008.02,14.5,268452,1857498
전라북도,2008.03,14.5,268893,1856114
전라북도,2008.04,14.5,269369,1855775
전라북도,2008.05,14.5,269802,1855354
전라북도,2008.06,14.6,269908,1854855
전라북도,2008.07,14.6,270157,1854811
전라북도,2008.08,14.6,270743,1854736
전라북도,2008.09,14.6,271277,1854997
전라북도,2008.1,14.6,271668,1855363
전라북도,2008.11,14.7,271994,1855383
전라북도,2008.12,14.7,272231,1855772
전라북도,2009.01,14.7,272730,1855171
전라북도,2009.02,14.7,273195,1854545
전라북도,2009.03,14.8,273711,1854341
전라북도,2009.04,14.8,274367,1853801
전라북도,2009.05,14.8,274819,1853944
전라북도,2009.06,14.8,275116,1854180
전라북도,2009.07,14.9,275476,1854064
전라북도,2009.08,14.9,276125,1854153
전라북도,2009.09,14.9,276778,1854037
전라북도,2009.1,15,277274,1854237
전라북도,2009.11,15,277568,1854636
전라북도,2009.12,15,277682,1854508
전라북도,2010.01,15,278286,1854293
전라북도,2010.02,15,278771,1854436
전라북도,2010.03,15.1,279273,1854446
전라북도,2010.04,15.1,279979,1855279
전라북도,2010.05,15.1,280657,1855766
전라북도,2010.06,15.1,280948,1855533
전라북도,2010.07,15.2,281343,1855630
전라북도,2010.08,15.2,281791,1855667
전라북도,2010.09,15.2,282089,1856390
전라북도,2010.1,15.2,284322,1868661
전라북도,2010.11,15.2,284292,1869026
전라북도,2010.12,15.2,284373,1868963
전라북도,2011.01,15.2,284610,1868745
전라북도,2011.02,15.3,284970,1868363
전라북도,2011.03,15.3,285456,1868476
전라북도,2011.04,15.3,285896,1868846
전라북도,2011.05,15.3,286577,1869418
전라북도,2011.06,15.4,287202,1870863
전라북도,2011.07,15.4,288047,1871388
전라북도,2011.08,15.4,288923,1872346
전라북도,2011.09,15.5,289781,1873956
전라북도,2011.1,15.5,290622,1874058
전라북도,2011.11,15.5,291203,1874181
전라북도,2011.12,15.6,291919,1874031
전라북도,2012.01,15.7,293213,1873491
전라북도,2012.02,15.7,294902,1872933
전라북도,2012.03,15.8,295869,1873678
전라북도,2012.04,15.8,296775,1873333
전라북도,2012.05,15.9,297775,1873141
전라북도,2012.06,15.9,298592,1873093
전라북도,2012.07,16,299388,1872830
전라북도,2012.08,16,300375,1872957
전라북도,2012.09,16.1,301250,1873134
전라북도,2012.1,16.1,302029,1873353
전라북도,2012.11,16.2,302750,1873561
전라북도,2012.12,16.2,303586,1873341
전라북도,2013.01,16.3,304641,1872500
전라북도,2013.02,16.3,305651,1872311
전라북도,2013.03,16.4,306486,1871818
전라북도,2013.04,16.4,307154,1871979
전라북도,2013.05,16.5,307913,1871592
전라북도,2013.06,16.5,308705,1871545
전라북도,2013.07,16.5,309442,1871570
전라북도,2013.08,16.6,310149,1871498
전라북도,2013.09,16.6,310901,1871726
전라북도,2013.1,16.6,311579,1871776
전라북도,2013.11,16.7,312081,1872370
전라북도,2013.12,16.7,312764,1872965
전라북도,2014.01,16.8,313698,1872297
전라북도,2014.02,16.8,314347,1871267
전라북도,2014.03,16.8,314964,1871139
전라북도,2014.04,16.9,315586,1871174
전라북도,2014.05,16.9,316410,1871333
전라북도,2014.06,16.9,317022,1870844
전라북도,2014.07,17,318499,1871456
전라북도,2014.08,17.1,319621,1872056
전라북도,2014.09,17.1,320499,1871931
전라북도,2014.1,17.2,321206,1871747
전라북도,2014.11,17.2,321872,1871725
전라북도,2014.12,17.2,322626,1871560
전라북도,2015.01,17.3,323690,1871018
전라북도,2015.02,17.4,324657,1870728
전라북도,2015.03,17.4,325718,1869966
전라북도,2015.04,17.5,326468,1869900
전라북도,2015.05,17.5,327679,1869965
전라북도,2015.06,17.6,328482,1869668
전라북도,2015.07,17.6,329604,1869354
전라북도,2015.08,17.7,330417,1869025
전라북도,2015.09,17.7,331293,1869255
전라북도,2015.1,17.8,332122,1869297
전라북도,2015.11,17.8,332833,1869654
전라북도,2015.12,17.8,333524,1869711
전라북도,2016.01,17.9,334414,1868354
전라북도,2016.02,17.9,335120,1867534
전라북도,2016.03,18,335748,1866691
전라북도,2016.04,18,336179,1866184
전라북도,2016.05,18.1,336859,1865634
전라북도,2016.06,18.1,337422,1865900
전라북도,2016.07,18.1,338055,1865612
전라북도,2016.08,18.2,338644,1865232
전라북도,2016.09,18.2,339248,1864729
전라북도,2016.1,18.2,339855,1864043
전라북도,2016.11,18.3,340535,1864475
전라북도,2016.12,18.3,341203,1864791
전라북도,2017.01,18.4,342194,1863298
전라북도,2017.02,18.4,343150,1861955
전라북도,2017.03,18.5,344107,1860485
전라북도,2017.04,18.5,344870,1859703
전라북도,2017.05,18.6,346370,1858927
전라북도,2017.06,18.7,346935,1857815
전라북도,2017.07,18.7,347700,1856921
전라북도,2017.08,18.8,348419,1855985
전라북도,2017.09,18.8,349190,1855450
전라북도,2017.1,18.9,349999,1854688
전라북도,2017.11,18.9,350516,1853886
전라북도,2017.12,18.9,351282,1854607
전라북도,2018.01,19,351599,1851694
전라북도,2018.02,19,352230,1849543
전라북도,2018.03,19.1,352853,1848066
전라북도,2018.04,19.1,353162,1847089
전라북도,2018.05,19.2,354006,1846144
전라북도,2018.06,19.2,354494,1844639
전라북도,2018.07,19.3,355151,1843009
전라북도,2018.08,19.3,355751,1841427
전라북도,2018.09,19.4,356459,1840544
전라북도,2018.1,19.4,357094,1839358
전라북도,2018.11,19.5,357665,1838049
전라북도,2018.12,19.5,358410,1836832
전라북도,2019.01,19.6,359207,1834532
전라북도,2019.02,19.6,360016,1832227
전라북도,2019.03,19.7,361140,1830499
전라북도,2019.04,19.8,361845,1829273
전라북도,2019.05,19.9,362962,1827871
전라북도,2019.06,19.9,364144,1826717
전라북도,2019.07,20,365173,1825381
전라북도,2019.08,20.1,366363,1823982
전라북도,2019.09,20.2,367575,1822883
전라북도,2019.1,20.2,368644,1821813
전라북도,2019.11,20.3,369742,1820799
전라북도,2019.12,20.4,370676,1818917
전라북도,2020.01,20.5,372332,1817302
전라북도,2020.02,20.6,373841,1815112
전라북도,2020.03,20.8,376228,1812936
전라북도,2020.04,20.8,377290,1811619
전라북도,2020.05,20.9,378488,1810097
전라북도,2020.06,21,379449,1808802
전라북도,2020.07,21,380425,1808044
전라북도,2020.08,21.1,381591,1807094
전라북도,2020.09,21.2,382852,1806441
전라북도,2020.1,21.3,384122,1805937
전라북도,2020.11,21.3,385213,1805204
전라북도,2020.12,21.4,386203,1804104
전라북도,2021.01,21.5,387453,1802748
전라북도,2021.02,21.6,388593,1801319
전라북도,2021.03,21.6,389019,1797450
전라북도,2021.04,21.7,389856,1796331
전라북도,2021.05,21.8,390398,1794682
전라북도,2021.06,21.8,391178,1794345
전라북도,2021.07,21.9,392188,1793902
전라북도,2021.08,21.9,393264,1792476
전라북도,2021.09,22,394482,1791110
전라북도,2021.1,22.1,395741,1789770
전라북도,2021.11,22.2,396692,1788616
전라북도,2021.12,22.3,397619,1786855
전라북도,2022.01,22.4,399127,1785392
전라북도,2022.02,22.4,400276,1783923
전라북도,2022.03,22.5,401290,1782205
전라북도,2022.04,22.6,401617,1780824
전라북도,2022.05,22.6,402332,1779230
전라북도,2022.06,22.7,403210,1778279
전라북도,2022.07,22.8,404263,1776949
전라북도,2022.08,22.9,406520,1775664
전라북도,2022.09,23,407200,1772596
전라북도,2022.1,23.1,408636,1771776
전라북도,2022.11,23.1,409608,1770839
전라북도,2022.12,23.2,410619,1769607
전라북도,2023.01,23.3,411627,1768229
전라북도,2023.02,23.4,412540,1766524
전라북도,2023.03,23.4,413636,1765175
전라북도,2023.04,23.5,414596,1764181
전라북도,2023.05,23.6,415458,1763004
전라북도,2023.06,23.6,416216,1762021
전라북도,2023.07,23.7,417182,1761169
전라북도,2023.08,23.8,418597,1759815
전라북도,2023.09,23.9,419812,1758661
전라북도,2023.1,24,421014,1757295
전라북도,2023.11,24,422076,1756183
전라북도,2023.12,24.1,423128,1754757
전라북도,2024.01,24.2,424143,1752921
전라북도,2024.02,24.3,425222,1751318
전라북도,2024.03,24.4,426772,1749376
전라북도,2024.04,24.5,428060,1748047
전라남도,2008.01,17.3,333760,1928244
전라남도,2008.02,17.4,334869,1925942
전라남도,2008.03,17.4,335720,1925124
전라남도,2008.04,17.5,336471,1924682
전라남도,2008.05,17.5,337060,1924075
전라남도,2008.06,17.5,337234,1923423
전라남도,2008.07,17.5,337334,1922628
전라남도,2008.08,17.6,337788,1921855
전라남도,2008.09,17.6,338229,1921215
전라남도,2008.1,17.6,338476,1920578
전라남도,2008.11,17.6,338541,1919857
전라남도,2008.12,17.6,338407,1919000
전라남도,2009.01,17.7,338616,1918310
전라남도,2009.02,17.7,338994,1916665
전라남도,2009.03,17.7,339864,1916797
전라남도,2009.04,17.8,340625,1915819
전라남도,2009.05,17.8,341102,1915147
전라남도,2009.06,17.8,341393,1915226
전라남도,2009.07,17.9,342041,1915093
전라남도,2009.08,17.9,342857,1914205
전라남도,2009.09,17.9,343321,1913290
전라남도,2009.1,18,343713,1913508
전라남도,2009.11,18,343821,1913244
전라남도,2009.12,18,343861,1913004
전라남도,2010.01,18,344462,1911991
전라남도,2010.02,18.1,345052,1910346
전라남도,2010.03,18.1,345959,1911010
전라남도,2010.04,18.1,346865,1911415
전라남도,2010.05,18.2,347906,1911275
전라남도,2010.06,18.2,348239,1909765
전라남도,2010.07,18.3,348870,1908740
전라남도,2010.08,18.3,349236,1906956
전라남도,2010.09,18.3,349325,1906515
전라남도,2010.1,18.3,351324,1918601
전라남도,2010.11,18.3,351092,1918263
전라남도,2010.12,18.3,350900,1918485
전라남도,2011.01,18.3,350878,1916912
전라남도,2011.02,18.3,351101,1914191
전라남도,2011.03,18.4,351732,1914176
전라남도,2011.04,18.4,352004,1913918
전라남도,2011.05,18.4,352573,1913641
전라남도,2011.06,18.4,352995,1914142
전라남도,2011.07,18.5,353553,1913185
전라남도,2011.08,18.5,354245,1911983
전라남도,2011.09,18.6,354887,1912151
전라남도,2011.1,18.6,355514,1912509
전라남도,2011.11,18.6,355781,1913002
전라남도,2011.12,18.6,356349,1914339
전라남도,2012.01,18.7,357253,1912725
전라남도,2012.02,18.8,358852,1910664
전라남도,2012.03,18.8,359802,1910746
전라남도,2012.04,18.9,360464,1910533
전라남도,2012.05,18.9,361474,1910689
전라남도,2012.06,19,362250,1910707
전라남도,2012.07,19,363082,1910298
전라남도,2012.08,19.1,363888,1909493
전라남도,2012.09,19.1,364805,1909212
전라남도,2012.1,19.1,365314,1908998
전라남도,2012.11,19.2,365719,1908834
전라남도,2012.12,19.2,366524,1909618
전라남도,2013.01,19.2,367254,1907945
전라남도,2013.02,19.3,368129,1907027
전라남도,2013.03,19.3,368952,1906887
전라남도,2013.04,19.4,369417,1906477
전라남도,2013.05,19.4,370292,1906335
전라남도,2013.06,19.5,370913,1906575
전라남도,2013.07,19.5,371497,1906028
전라남도,2013.08,19.5,372088,1905442
전라남도,2013.09,19.6,372799,1905374
전라남도,2013.1,19.6,373374,1905627
전라남도,2013.11,19.6,373913,1906495
전라남도,2013.12,19.6,374565,1907172
전라남도,2014.01,19.7,375476,1906363
전라남도,2014.02,19.7,376251,1905198
전라남도,2014.03,19.8,377268,1905860
전라남도,2014.04,19.8,377788,1907343
전라남도,2014.05,19.9,378673,1906487
전라남도,2014.06,19.9,379301,1905242
전라남도,2014.07,20,380469,1904195
전라남도,2014.08,20,381211,1903177
전라남도,2014.09,20.1,381856,1902350
전라남도,2014.1,20.1,382486,1902324
전라남도,2014.11,20.1,383102,1902916
전라남도,2014.12,20.1,383808,1905780
전라남도,2015.01,20.2,384415,1904220
전라남도,2015.02,20.2,385150,1903220
전라남도,2015.03,20.3,385719,1902274
전라남도,2015.04,20.3,386122,1902212
전라남도,2015.05,20.3,387048,1902383
전라남도,2015.06,20.4,387637,1902638
전라남도,2015.07,20.4,388518,1903046
전라남도,2015.08,20.4,389160,1903609
전라남도,2015.09,20.5,389926,1904402
전라남도,2015.1,20.5,390618,1905616
전라남도,2015.11,20.5,391097,1905373
전라남도,2015.12,20.5,391837,1908996
전라남도,2016.01,20.6,392555,1906904
전라남도,2016.02,20.6,393058,1905700
전라남도,2016.03,20.7,393744,1905239
전라남도,2016.04,20.7,393997,1904917
전라남도,2016.05,20.7,394792,1904449
전라남도,2016.06,20.7,395134,1904314
전라남도,2016.07,20.8,395772,1903692
전라남도,2016.08,20.8,396239,1902883
전라남도,2016.09,20.9,396736,1902077
전라남도,2016.1,20.9,397534,1902022
전라남도,2016.11,20.9,398084,1902260
전라남도,2016.12,21,398916,1903914
전라남도,2017.01,21,399944,1902380
전라남도,2017.02,21.1,400798,1900797
전라남도,2017.03,21.2,401959,1899441
전라남도,2017.04,21.2,402777,1899604
전라남도,2017.05,21.3,404337,1899088
전라남도,2017.06,21.3,404673,1898065
전라남도,2017.07,21.4,405407,1897681
전라남도,2017.08,21.4,405886,1895974
전라남도,2017.09,21.5,406566,1895233
전라남도,2017.1,21.5,407383,1894676
전라남도,2017.11,21.5,407790,1894426
전라남도,2017.12,21.5,408451,1896424
전라남도,2018.01,21.6,408637,1893444
전라남도,2018.02,21.6,408882,1891308
전라남도,2018.03,21.7,409478,1890423
전라남도,2018.04,21.7,409771,1890412
전라남도,2018.05,21.7,410503,1889726
전라남도,2018.06,21.8,410816,1887991
전라남도,2018.07,21.8,411239,1886297
전라남도,2018.08,21.8,411528,1884285
전라남도,2018.09,21.9,412061,1882637
전라남도,2018.1,21.9,412322,1881420
전라남도,2018.11,21.9,412563,1881518
전라남도,2018.12,21.9,413132,1882970
전라남도,2019.01,22,413359,1878904
전라남도,2019.02,22.1,413871,1875862
전라남도,2019.03,22.1,414807,1874232
전라남도,2019.04,22.2,415254,1873183
전라남도,2019.05,22.2,416222,1871718
전라남도,2019.06,22.3,417235,1870587
전라남도,2019.07,22.4,417900,1868856
전라남도,2019.08,22.4,418841,1867094
전라남도,2019.09,22.5,419813,1865915
전라남도,2019.1,22.6,420778,1865039
전라남도,2019.11,22.6,421563,1865588
전라남도,2019.12,22.6,422548,1868745
전라남도,2020.01,22.7,423672,1864712
전라남도,2020.02,22.8,424701,1861894
전라남도,2020.03,23,426963,1859290
전라남도,2020.04,23,427920,1857083
전라남도,2020.05,23.1,429146,1855945
전라남도,2020.06,23.2,430122,1854618
전라남도,2020.07,23.2,430895,1853339
전라남도,2020.08,23.3,431845,1851985
전라남도,2020.09,23.4,432929,1851124
전라남도,2020.1,23.5,434060,1850680
전라남도,2020.11,23.5,434833,1850557
전라남도,2020.12,23.5,435880,1851549
전라남도,2021.01,23.6,437022,1850575
전라남도,2021.02,23.7,437973,1849795
전라남도,2021.03,23.7,438015,1844811
전라남도,2021.04,23.8,438769,1844148
전라남도,2021.05,23.8,439399,1842423
전라남도,2021.06,23.9,440014,1840921
전라남도,2021.07,24,440754,1839698
전라남도,2021.08,24,441759,1838353
전라남도,2021.09,24.1,442780,1835690
전라남도,2021.1,24.2,443705,1834653
전라남도,2021.11,24.2,444385,1833864
전라남도,2021.12,24.3,445198,1832803
전라남도,2022.01,24.4,446535,1832604
전라남도,2022.02,24.4,447738,1831451
전라남도,2022.03,24.5,448807,1829501
전라남도,2022.04,24.6,449291,1828550
전라남도,2022.05,24.6,450312,1827674
전라남도,2022.06,24.7,451063,1826440
전라남도,2022.07,24.8,452200,1825534
전라남도,2022.08,24.9,454115,1824104
전라남도,2022.09,25,454496,1820458
전라남도,2022.1,25,455685,1819157
전라남도,2022.11,25.1,456590,1818484
전라남도,2022.12,25.2,457481,1817697
전라남도,2023.01,25.2,458499,1816707
전라남도,2023.02,25.3,459449,1814858
전라남도,2023.03,25.4,460698,1813872
전라남도,2023.04,25.5,461910,1813439
전라남도,2023.05,25.5,462914,1812475
전라남도,2023.06,25.6,463668,1811554
전라남도,2023.07,25.7,464599,1810071
전라남도,2023.08,25.8,465960,1808339
전라남도,2023.09,25.9,467390,1807295
전라남도,2023.1,26,468698,1805823
전라남도,2023.11,26,469842,1804875
전라남도,2023.12,26.1,470874,1804217
전라남도,2024.01,26.2,471860,1802672
전라남도,2024.02,26.3,472873,1800352
전라남도,2024.03,26.4,474469,1798435
전라남도,2024.04,26.5,475687,1797199
경상북도,2008.01,14.6,392250,2679640
경상북도,2008.02,14.7,394579,2676624
경상북도,2008.03,14.8,396475,2677453
경상북도,2008.04,14.9,397607,2676548
경상북도,2008.05,14.9,398334,2675949
경상북도,2008.06,14.9,398610,2675176
경상북도,2008.07,14.9,398889,2674890
경상북도,2008.08,14.9,399770,2674287
경상북도,2008.09,15,400567,2674221
경상북도,2008.1,15,401264,2674448
경상북도,2008.11,15,401974,2674311
경상북도,2008.12,15.1,402469,2673931
경상북도,2009.01,15.1,403419,2672528
경상북도,2009.02,15.2,404559,2669866
경상북도,2009.03,15.2,406011,2670210
경상북도,2009.04,15.3,407740,2669512
경상북도,2009.05,15.3,408465,2670656
경상북도,2009.06,15.3,408809,2670040
경상북도,2009.07,15.3,409360,2669046
경상북도,2009.08,15.4,410082,2668421
경상북도,2009.09,15.4,410955,2668223
경상북도,2009.1,15.4,411513,2668165
경상북도,2009.11,15.4,411818,2668832
경상북도,2009.12,15.4,412228,2669876
경상북도,2010.01,15.5,412951,2668403
경상북도,2010.02,15.5,413838,2666253
경상북도,2010.03,15.6,414928,2667145
경상북도,2010.04,15.6,415985,2668871
경상북도,2010.05,15.6,416797,2669666
경상북도,2010.06,15.6,417085,2668846
경상북도,2010.07,15.6,417308,2668976
경상북도,2010.08,15.6,417359,2668871
경상북도,2010.09,15.6,417225,2669396
경상북도,2010.1,15.6,419573,2687000
경상북도,2010.11,15.6,419159,2688459
경상북도,2010.12,15.6,418858,2689920
경상북도,2011.01,15.6,418716,2688586
